,path,speakerId,transcription,action,object,location
1331,wavs/speakers/5BEzPgPKe8taG9OB/0c03e080-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Turn the temperature down in the washroom,decrease,heat,washroom
1332,wavs/speakers/5BEzPgPKe8taG9OB/0e0507b0-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Turn down the heat in the washroom,decrease,heat,washroom
1333,wavs/speakers/5BEzPgPKe8taG9OB/101b3d80-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Turn the heat down in the washroom,decrease,heat,washroom
1334,wavs/speakers/5BEzPgPKe8taG9OB/12548bb0-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Decrease the temperature in the washroom,decrease,heat,washroom
1335,wavs/speakers/5BEzPgPKe8taG9OB/1462f950-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Decrease the heating in the washroom,decrease,heat,washroom
1336,wavs/speakers/5BEzPgPKe8taG9OB/16633620-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Washroom heat down,decrease,heat,washroom
1337,wavs/speakers/5BEzPgPKe8taG9OB/198d25e0-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Turn down the bathroom temperature,decrease,heat,washroom
1338,wavs/speakers/5BEzPgPKe8taG9OB/1e3be0e0-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Turn down the heat in the bathroom,decrease,heat,washroom
1339,wavs/speakers/5BEzPgPKe8taG9OB/2077c720-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Turn the heat down in the bathroom,decrease,heat,washroom
1340,wavs/speakers/5BEzPgPKe8taG9OB/22ebd460-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Decrease the temperature in the bathroom,decrease,heat,washroom
1341,wavs/speakers/5BEzPgPKe8taG9OB/25053e80-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Decrease the heating in the bathroom,decrease,heat,washroom
1342,wavs/speakers/5BEzPgPKe8taG9OB/2c6a8e00-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Stop music,deactivate,music,none
1343,wavs/speakers/5BEzPgPKe8taG9OB/2ea2f1d0-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Stop,deactivate,music,none
1344,wavs/speakers/5BEzPgPKe8taG9OB/307f04d0-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Play music,activate,music,none
1345,wavs/speakers/5BEzPgPKe8taG9OB/326be0b0-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Resume music,activate,music,none
1346,wavs/speakers/5BEzPgPKe8taG9OB/37151d70-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Bring me the newspaper,bring,newspaper,none
1347,wavs/speakers/5BEzPgPKe8taG9OB/39382480-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Get me the newspaper,bring,newspaper,none
1348,wavs/speakers/5BEzPgPKe8taG9OB/3c0f8770-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Bring the newspaper,bring,newspaper,none
1349,wavs/speakers/5BEzPgPKe8taG9OB/3e2d3750-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Bring newspaper,bring,newspaper,none
1350,wavs/speakers/5BEzPgPKe8taG9OB/40559590-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Go get the newspaper,bring,newspaper,none
1351,wavs/speakers/5BEzPgPKe8taG9OB/42867f50-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Fetch the newspaper,bring,newspaper,none
1352,wavs/speakers/5BEzPgPKe8taG9OB/44986f60-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Bring me some juice,bring,juice,none
1353,wavs/speakers/5BEzPgPKe8taG9OB/46a6b5f0-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Get me some juice,bring,juice,none
1354,wavs/speakers/5BEzPgPKe8taG9OB/48aa9c40-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Bring some juice,bring,juice,none
1355,wavs/speakers/5BEzPgPKe8taG9OB/4a9443d0-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Bring juice,bring,juice,none
1356,wavs/speakers/5BEzPgPKe8taG9OB/4cab15e0-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Go get me some juice,bring,juice,none
1357,wavs/speakers/5BEzPgPKe8taG9OB/4eb9aa90-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Bring me my socks,bring,socks,none
1358,wavs/speakers/5BEzPgPKe8taG9OB/50a01dd0-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Get me my socks,bring,socks,none
1359,wavs/speakers/5BEzPgPKe8taG9OB/529277f0-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Bring socks,bring,socks,none
1360,wavs/speakers/5BEzPgPKe8taG9OB/547b8340-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Bring my socks,bring,socks,none
1361,wavs/speakers/5BEzPgPKe8taG9OB/569366c0-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Go get me my socks,bring,socks,none
1362,wavs/speakers/5BEzPgPKe8taG9OB/5895ed80-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Fetch my socks,bring,socks,none
1363,wavs/speakers/5BEzPgPKe8taG9OB/5a79efc0-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Bring me my shoes,bring,shoes,none
1364,wavs/speakers/5BEzPgPKe8taG9OB/5dcc2800-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Get me my shoes,bring,shoes,none
1365,wavs/speakers/5BEzPgPKe8taG9OB/6167c550-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Bring my shoes,bring,shoes,none
1366,wavs/speakers/5BEzPgPKe8taG9OB/635c4250-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Go get me my shoes,bring,shoes,none
1367,wavs/speakers/5BEzPgPKe8taG9OB/6552bb20-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Fetch my shoes,bring,shoes,none
1368,wavs/speakers/5BEzPgPKe8taG9OB/6759fcd0-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Allow a different language,change language,none,none
1369,wavs/speakers/5BEzPgPKe8taG9OB/698938e0-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Use a different language,change language,none,none
1370,wavs/speakers/5BEzPgPKe8taG9OB/6b6b1840-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Change the language,change language,none,none
1371,wavs/speakers/5BEzPgPKe8taG9OB/6d49ea60-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Switch the language,change language,none,none
1372,wavs/speakers/5BEzPgPKe8taG9OB/6f2958c0-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Switch language,change language,none,none
1373,wavs/speakers/5BEzPgPKe8taG9OB/711e7200-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Switch languages,change language,none,none
1374,wavs/speakers/5BEzPgPKe8taG9OB/733df6a0-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Change system language,change language,none,none
1375,wavs/speakers/5BEzPgPKe8taG9OB/75584b20-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Open language settings,change language,none,none
1376,wavs/speakers/5BEzPgPKe8taG9OB/7736a810-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Set the language,change language,none,none
1377,wavs/speakers/5BEzPgPKe8taG9OB/79331450-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Language settings,change language,none,none
1378,wavs/speakers/5BEzPgPKe8taG9OB/7b555810-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Set language to Chinese,change language,Chinese,none
1379,wavs/speakers/5BEzPgPKe8taG9OB/7d870520-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Set language to German,change language,German,none
1380,wavs/speakers/5BEzPgPKe8taG9OB/7fb752a0-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Set language to Korean,change language,Korean,none
1381,wavs/speakers/5BEzPgPKe8taG9OB/81c439a0-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Set language to English,change language,English,none
1382,wavs/speakers/5BEzPgPKe8taG9OB/8428dd90-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Set my device to Chinese,change language,Chinese,none
1383,wavs/speakers/5BEzPgPKe8taG9OB/86f5b930-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,OK now switch the main language to Chinese,change language,Chinese,none
1384,wavs/speakers/5BEzPgPKe8taG9OB/89ef9840-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,OK now switch the main language to German,change language,German,none
1385,wavs/speakers/5BEzPgPKe8taG9OB/8cbb3b60-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,OK now switch the main language to Korean,change language,Korean,none
1386,wavs/speakers/5BEzPgPKe8taG9OB/8f694460-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,OK now switch the main language to English,change language,English,none
1387,wavs/speakers/5BEzPgPKe8taG9OB/91c4c090-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Set my phone's language to Chinese,change language,Chinese,none
1388,wavs/speakers/5BEzPgPKe8taG9OB/93f0a140-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Set my phone's language to German,change language,German,none
1389,wavs/speakers/5BEzPgPKe8taG9OB/96222740-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Set my phone's language to Korean,change language,Korean,none
1390,wavs/speakers/5BEzPgPKe8taG9OB/9886f240-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Set my phone's language to English,change language,English,none
1391,wavs/speakers/5BEzPgPKe8taG9OB/9b219a50-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,I need to practice my Chinese. Switch the language,change language,Chinese,none
1392,wavs/speakers/5BEzPgPKe8taG9OB/9dd066a0-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,I need to practice my German. Switch the language,change language,German,none
1393,wavs/speakers/5BEzPgPKe8taG9OB/a0b250e0-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,I need to practice my Korean. Switch the language,change language,Korean,none
1394,wavs/speakers/5BEzPgPKe8taG9OB/a3b04ea0-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,I need to practice my English. Switch the language,change language,English,none
1395,wavs/speakers/5BEzPgPKe8taG9OB/a6260990-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Turn the washroom lights off,deactivate,lights,washroom
1396,wavs/speakers/5BEzPgPKe8taG9OB/a92259a0-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Pause,deactivate,music,none
1397,wavs/speakers/5BEzPgPKe8taG9OB/abab2760-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Turn on the lights,activate,lights,none
1398,wavs/speakers/5BEzPgPKe8taG9OB/adac0070-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Turn off the lights,deactivate,lights,none
1399,wavs/speakers/5BEzPgPKe8taG9OB/afce6b40-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Change language,change language,none,none
1400,wavs/speakers/5BEzPgPKe8taG9OB/b1b04aa0-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Pause the music,deactivate,music,none
1401,wavs/speakers/5BEzPgPKe8taG9OB/b66dd2b0-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Volume down,decrease,volume,none
1402,wavs/speakers/5BEzPgPKe8taG9OB/b83e9b10-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Turn the lights on,activate,lights,none
1403,wavs/speakers/5BEzPgPKe8taG9OB/bdca6fa0-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Lights on,activate,lights,none
1404,wavs/speakers/5BEzPgPKe8taG9OB/bfb799a0-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Switch off the lights,deactivate,lights,none
1405,wavs/speakers/5BEzPgPKe8taG9OB/c18bbd60-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Turn the lights off,deactivate,lights,none
1406,wavs/speakers/5BEzPgPKe8taG9OB/c3437f80-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Lights off,deactivate,lights,none
1407,wavs/speakers/5BEzPgPKe8taG9OB/c50b2020-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Volume up,increase,volume,none
1408,wavs/speakers/5BEzPgPKe8taG9OB/c6f081f0-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Turn up the volume,increase,volume,none
1409,wavs/speakers/5BEzPgPKe8taG9OB/c8d52070-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Turn the volume up,increase,volume,none
1410,wavs/speakers/5BEzPgPKe8taG9OB/caa65e00-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Make the music louder,increase,volume,none
1411,wavs/speakers/5BEzPgPKe8taG9OB/cc829810-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Turn down the volume,decrease,volume,none
1412,wavs/speakers/5BEzPgPKe8taG9OB/ce751940-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Turn the volume down,decrease,volume,none
1413,wavs/speakers/5BEzPgPKe8taG9OB/d0626a50-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Make the music softer,decrease,volume,none
1414,wavs/speakers/5BEzPgPKe8taG9OB/d2d4c9e0-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Turn up the temperature,increase,heat,none
1415,wavs/speakers/5BEzPgPKe8taG9OB/d6b73430-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Turn up the heat,increase,heat,none
1416,wavs/speakers/5BEzPgPKe8taG9OB/d89b5d80-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Turn the heat up,increase,heat,none
1417,wavs/speakers/5BEzPgPKe8taG9OB/da877610-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Turn down the temperature,decrease,heat,none
1418,wavs/speakers/5BEzPgPKe8taG9OB/dc97df80-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Turn the temperature down,decrease,heat,none
1419,wavs/speakers/5BEzPgPKe8taG9OB/de78d480-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Turn down the heat,decrease,heat,none
1420,wavs/speakers/5BEzPgPKe8taG9OB/e06b0790-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Turn the heat down,decrease,heat,none
1421,wavs/speakers/5BEzPgPKe8taG9OB/e24015b0-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Turn off the music,deactivate,music,none
1422,wavs/speakers/5BEzPgPKe8taG9OB/e3ffa000-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Stop the music,deactivate,music,none
1423,wavs/speakers/5BEzPgPKe8taG9OB/e5c2d3d0-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Play,activate,music,none
1424,wavs/speakers/5BEzPgPKe8taG9OB/e7a3a1c0-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Put on the music,activate,music,none
1425,wavs/speakers/5BEzPgPKe8taG9OB/e96e76b0-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Play the music,activate,music,none
1426,wavs/speakers/5BEzPgPKe8taG9OB/eb2dd9f0-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Start the music,activate,music,none
1427,wavs/speakers/5BEzPgPKe8taG9OB/ecfb6e00-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Turn on the lamp,activate,lamp,none
1428,wavs/speakers/5BEzPgPKe8taG9OB/ef9cccd0-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Switch on the lamp,activate,lamp,none
1429,wavs/speakers/5BEzPgPKe8taG9OB/f34ae0b0-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Lamp on,activate,lamp,none
1430,wavs/speakers/5BEzPgPKe8taG9OB/f5214e60-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Turn off the lamp,deactivate,lamp,none
1431,wavs/speakers/5BEzPgPKe8taG9OB/f6fa5420-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Turn the lamp off,deactivate,lamp,none
1432,wavs/speakers/5BEzPgPKe8taG9OB/f8ceed10-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Switch off the lamp,deactivate,lamp,none
1433,wavs/speakers/5BEzPgPKe8taG9OB/fa8ec580-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Lamp off,deactivate,lamp,none
1434,wavs/speakers/5BEzPgPKe8taG9OB/fc6f4550-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Switch the lights on,activate,lights,none
1435,wavs/speakers/5BEzPgPKe8taG9OB/fe5a4c70-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Turn on the kitchen lights,activate,lights,kitchen
1436,wavs/speakers/5BEzPgPKe8taG9OB/0064e980-457e-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Switch on the kitchen lights,activate,lights,kitchen
1437,wavs/speakers/5BEzPgPKe8taG9OB/0283aad0-457e-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Turn the lights on in the kitchen,activate,lights,kitchen
1438,wavs/speakers/5BEzPgPKe8taG9OB/04961010-457e-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Switch on the lights in the kitchen,activate,lights,kitchen
1439,wavs/speakers/5BEzPgPKe8taG9OB/06a1e5a0-457e-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Lights on in the kitchen,activate,lights,kitchen
1440,wavs/speakers/5BEzPgPKe8taG9OB/088d61f0-457e-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Kitchen lights on,activate,lights,kitchen
1441,wavs/speakers/5BEzPgPKe8taG9OB/0ab1a180-457e-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Switch the kitchen lights on,activate,lights,kitchen
1442,wavs/speakers/5BEzPgPKe8taG9OB/0c9de120-457e-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Turn the kitchen lights on,activate,lights,kitchen
1443,wavs/speakers/5BEzPgPKe8taG9OB/0ef25870-457e-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Turn on the lights in the bedroom,activate,lights,bedroom
1444,wavs/speakers/5BEzPgPKe8taG9OB/10ec7ac0-457e-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Turn the bedroom lights on,activate,lights,bedroom
1445,wavs/speakers/5BEzPgPKe8taG9OB/132c7fb0-457e-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Switch on the lights in the bedroom,activate,lights,bedroom
1446,wavs/speakers/5BEzPgPKe8taG9OB/15345da0-457e-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Switch the bedroom lights on,activate,lights,bedroom
1447,wavs/speakers/5BEzPgPKe8taG9OB/17342540-457e-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Lights on in the bedroom,activate,lights,bedroom
1448,wavs/speakers/5BEzPgPKe8taG9OB/1936fa20-457e-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Bedroom lights on,activate,lights,bedroom
1449,wavs/speakers/5BEzPgPKe8taG9OB/1b7e03f0-457e-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Turn on the washroom lights,activate,lights,washroom
1450,wavs/speakers/5BEzPgPKe8taG9OB/1dc004b0-457e-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Turn the washroom lights on,activate,lights,washroom
1451,wavs/speakers/5BEzPgPKe8taG9OB/2004eba0-457e-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Switch on the washroom lights,activate,lights,washroom
1452,wavs/speakers/5BEzPgPKe8taG9OB/221b2170-457e-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Lights on in the washroom,activate,lights,washroom
1453,wavs/speakers/5BEzPgPKe8taG9OB/240ba6d0-457e-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Washroom lights on,activate,lights,washroom
1454,wavs/speakers/5BEzPgPKe8taG9OB/263dc910-457e-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Turn on the bathroom lights,activate,lights,washroom
1455,wavs/speakers/5BEzPgPKe8taG9OB/28a1d0c0-457e-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Turn the bathroom lights on,activate,lights,washroom
1456,wavs/speakers/5BEzPgPKe8taG9OB/2ab74340-457e-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Switch on the bathroom lights,activate,lights,washroom
1457,wavs/speakers/5BEzPgPKe8taG9OB/2cd1bed0-457e-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Lights on in the bathroom,activate,lights,washroom
1458,wavs/speakers/5BEzPgPKe8taG9OB/2efb7ca0-457e-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Bathroom lights on,activate,lights,washroom
1459,wavs/speakers/5BEzPgPKe8taG9OB/310640c0-457e-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Switch the lights off,deactivate,lights,none
1460,wavs/speakers/5BEzPgPKe8taG9OB/332d8d90-457e-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Turn off the kitchen lights,deactivate,lights,kitchen
1461,wavs/speakers/5BEzPgPKe8taG9OB/354b6480-457e-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Turn the lights off in the kitchen,deactivate,lights,kitchen
1462,wavs/speakers/5BEzPgPKe8taG9OB/378fd640-457e-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Switch off the lights in the kitchen,deactivate,lights,kitchen
1463,wavs/speakers/5BEzPgPKe8taG9OB/3b0c52d0-457e-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Switch the lights off in the kitchen,deactivate,lights,kitchen
1464,wavs/speakers/5BEzPgPKe8taG9OB/3f20c9a0-457e-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Kitchen lights off,deactivate,lights,kitchen
1465,wavs/speakers/5BEzPgPKe8taG9OB/41566e50-457e-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Turn off the lights in the bedroom,deactivate,lights,bedroom
1466,wavs/speakers/5BEzPgPKe8taG9OB/43ace170-457e-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Turn the bedroom lights off,deactivate,lights,bedroom
1467,wavs/speakers/5BEzPgPKe8taG9OB/4800ab30-457e-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Switch the bedroom lights off,deactivate,lights,bedroom
1468,wavs/speakers/5BEzPgPKe8taG9OB/4a53ea00-457e-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Lights off in the bedroom,deactivate,lights,bedroom
1469,wavs/speakers/5BEzPgPKe8taG9OB/4c54ea20-457e-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Bedroom lights off,deactivate,lights,bedroom
1470,wavs/speakers/5BEzPgPKe8taG9OB/4e9bcce0-457e-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Turn off the washroom lights,deactivate,lights,washroom
1471,wavs/speakers/5BEzPgPKe8taG9OB/50e19e30-457e-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Switch off the washroom lights,deactivate,lights,washroom
1472,wavs/speakers/5BEzPgPKe8taG9OB/52e1b3f0-457e-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Lights off in the washroom,deactivate,lights,washroom
1473,wavs/speakers/5BEzPgPKe8taG9OB/54e37760-457e-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Washroom lights off,deactivate,lights,washroom
1474,wavs/speakers/5BEzPgPKe8taG9OB/58469f90-457e-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Turn volume up,increase,volume,none
1475,wavs/speakers/5BEzPgPKe8taG9OB/5a330640-457e-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Turn sound up,increase,volume,none
1476,wavs/speakers/5BEzPgPKe8taG9OB/5bfb6a30-457e-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Turn it up,increase,volume,none
1477,wavs/speakers/5BEzPgPKe8taG9OB/5dbddab0-457e-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Make it louder,increase,volume,none
1478,wavs/speakers/5BEzPgPKe8taG9OB/5f663380-457e-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Louder,increase,volume,none
1479,wavs/speakers/5BEzPgPKe8taG9OB/615d2180-457e-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Volume max,increase,volume,none
1480,wavs/speakers/5BEzPgPKe8taG9OB/632892b0-457e-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Louder please,increase,volume,none
1481,wavs/speakers/5BEzPgPKe8taG9OB/64e81d00-457e-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Increase the volume,increase,volume,none
1482,wavs/speakers/5BEzPgPKe8taG9OB/66e46230-457e-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Increase the sound volume,increase,volume,none
1483,wavs/speakers/5BEzPgPKe8taG9OB/68bdb610-457e-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,I need volume,increase,volume,none
1484,wavs/speakers/5BEzPgPKe8taG9OB/6aa36600-457e-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Increase the sound,increase,volume,none
1485,wavs/speakers/5BEzPgPKe8taG9OB/6c8df7f0-457e-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Louder phone,increase,volume,none
1486,wavs/speakers/5BEzPgPKe8taG9OB/6e601fe0-457e-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,I can't hear that,increase,volume,none
