path,speakerId,transcription,intent,intentLbl
../smart-lights-en-close-field/speech_corpus/audio/384.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,I want lighting in the bedroom,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/1113.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,The lights in the garage need to be switched off.,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/1379.wav,4373a208-efd7-4eea-9440-94f52145cd78,can you turn off the kids bedroom lights?,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/1297.wav,4373a208-efd7-4eea-9440-94f52145cd78,Turn the lights on in the small meeting room,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/344.wav,52550932-54ef-45b9-b1bd-6a38e2507f4b,I need some lights in the kitchen,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/911.wav,4373a208-efd7-4eea-9440-94f52145cd78,Please turn off the lights in this room.,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/894.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,Please switch to the green light,SetLightColor,3
../smart-lights-en-close-field/speech_corpus/audio/1345.wav,c507814e-9454-4096-99ce-e54fe7c814b8,Will you increase the brightness please,IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/909.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Please turn off the lights in the bedroom.,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/1290.wav,4373a208-efd7-4eea-9440-94f52145cd78,Turn the lights on everywhere,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/189.wav,4373a208-efd7-4eea-9440-94f52145cd78,Change the lighting to fifty. in the facilities,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/38.wav,16760ead-20e2-42f7-a62d-3ed356699f7f,Be sure the lights are completely darkened by the toilet,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/645.wav,4373a208-efd7-4eea-9440-94f52145cd78,Lights more intense please,IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/532.wav,bbdc474a-8064-4665-9144-585bfe589908,I'd like the lights turned down in the kids room,DecreaseBrightness,0
../smart-lights-en-close-field/speech_corpus/audio/1548.wav,550b9155-6601-488b-82c9-d316036fc144,please turn down the light for me,DecreaseBrightness,0
../smart-lights-en-close-field/speech_corpus/audio/210.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Click on the lights,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/735.wav,1eef6acf-9a01-41c3-b118-b43ea5de6f9b,Make the kids bedroom brighter with more light,IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/1344.wav,aece67b7-d40e-42f3-bae5-d3ef49846ed7,What do I need to do to get the dining room to fifty brightness?,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/928.wav,4e1a0afa-74e0-4d34-a6cd-ae2d96067f0f,Please turn the lights off,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/179.wav,7f04b6d2-1f2a-4452-80e6-3248409fe5d2,Change the laundry room lights to green.,SetLightColor,3
../smart-lights-en-close-field/speech_corpus/audio/809.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,No more lights in the garden.,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/1314.wav,c507814e-9454-4096-99ce-e54fe7c814b8,Turn the lights up in the loo,IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/175.wav,1fe5c7f1-c8e1-4af9-bc34-1c7427ccc1b2,Change the garage lights to pink.,SetLightColor,3
../smart-lights-en-close-field/speech_corpus/audio/1201.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Turn on bed room lights,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/1206.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,Turn on living room lights.,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/1575.wav,bfc416c8-6ecd-4c63-a76d-02ea63ab9029,shut off the kitchen light,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/777.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Make the lights in the toilets brighter,IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/1481.wav,e23027b0-4121-4be8-9b65-f34550c3f4de,lights off in the garden,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/1145.wav,4373a208-efd7-4eea-9440-94f52145cd78,Turn down the lighting in the kids bedroom.,DecreaseBrightness,0
../smart-lights-en-close-field/speech_corpus/audio/1624.wav,143921a6-6caa-417f-bd7e-2732023270c1,turn down lights everywhere,DecreaseBrightness,0
../smart-lights-en-close-field/speech_corpus/audio/81.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,Can you increase the lighting level in the studio?,IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/1238.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Turn the bedroom light to seventy-three,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/1131.wav,59cd6be1-827d-43ba-9e53-aa35d9c5d3d5,Turn brightness down in bed room,DecreaseBrightness,0
../smart-lights-en-close-field/speech_corpus/audio/1511.wav,b13f7c89-1aca-46c8-b9c9-0cf3a472e6b3,make the living room lighter,IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/168.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Change the color of the lights to blue in the dining room.,SetLightColor,3
../smart-lights-en-close-field/speech_corpus/audio/1530.wav,27bbc36b-3d70-4d5c-998c-803f6ee91c2e,please give me some light,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/68.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Can you change the lights to pink,SetLightColor,3
../smart-lights-en-close-field/speech_corpus/audio/1274.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,Turn the lights in the garden off.,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/1171.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Turn off lights,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/1277.wav,4373a208-efd7-4eea-9440-94f52145cd78,Turn the lights in the waiting room to thirty nine,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/1533.wav,143921a6-6caa-417f-bd7e-2732023270c1,please increase the light brightness everywhere,IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/1055.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Stop the lighting in the cubicle,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/248.wav,27bbc36b-3d70-4d5c-998c-803f6ee91c2e,Decrease the light intensity in the office,DecreaseBrightness,0
../smart-lights-en-close-field/speech_corpus/audio/991.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Set the brightness in the bathroom at level twelve,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/455.wav,61febf20-bc56-49b9-8e3a-e2ec25b362e6,I want the lights to be increased.,IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/921.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,Please turn the kids room brightness to fifty.,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/156.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Change office lights to pink please.,SetLightColor,3
../smart-lights-en-close-field/speech_corpus/audio/457.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,I want the lights to be red please,SetLightColor,3
../smart-lights-en-close-field/speech_corpus/audio/671.wav,f0f71ab4-dd42-43f7-bd05-7d1950326935,Lower the lights to twenty.,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/277.wav,1eef6acf-9a01-41c3-b118-b43ea5de6f9b,Find the bulbs for the cellar and turn them up,IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/1610.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,"the office is a little too dark, please turn on the lights",IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/1195.wav,4373a208-efd7-4eea-9440-94f52145cd78,Turn off the lights to the basement,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/1525.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,please brighten the lounge,IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/1256.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Turn the entrance lights on.,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/427.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,I want the light intensity turned up in the bedroom,IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/702.wav,d5a37e8f-21f5-48e7-b433-48cc5a787675,Make my lights brighter. ,IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/1505.wav,9b44ed56-3019-4bef-a688-833eec3e2059,make the light color to pink,SetLightColor,3
../smart-lights-en-close-field/speech_corpus/audio/1495.wav,4373a208-efd7-4eea-9440-94f52145cd78,lower the light in the children's play room,DecreaseBrightness,0
../smart-lights-en-close-field/speech_corpus/audio/77.wav,16760ead-20e2-42f7-a62d-3ed356699f7f,Can you decrease the light intensity,DecreaseBrightness,0
../smart-lights-en-close-field/speech_corpus/audio/64.wav,4373a208-efd7-4eea-9440-94f52145cd78,Can you change the lighting in the bathroom?,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/728.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Make the cubicle lights turn off,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/627.wav,4373a208-efd7-4eea-9440-94f52145cd78,Kill the lights in the entire appartment,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/690.wav,915b94e4-030e-4ecd-b864-c52ff00f9ebc,Make it dimmer in here,DecreaseBrightness,0
../smart-lights-en-close-field/speech_corpus/audio/177.wav,9f5beac6-1a2a-4d52-bca1-d0eff2f5ae54,Change the kitchen lights to green.,SetLightColor,3
../smart-lights-en-close-field/speech_corpus/audio/424.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,I want the light in the garden turned on,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/232.wav,6d3dc6c5-3310-4fe3-b071-fb17fb9d6803,Decrease brightness please,DecreaseBrightness,0
../smart-lights-en-close-field/speech_corpus/audio/750.wav,4373a208-efd7-4eea-9440-94f52145cd78,Make the light in the bed room brighter,IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/723.wav,c90d7f99-da8b-424c-95f9-610c56bdeb7d,Make the color of the light pink.,SetLightColor,3
../smart-lights-en-close-field/speech_corpus/audio/1373.wav,4373a208-efd7-4eea-9440-94f52145cd78,can you make the bed room a little darker if possible,DecreaseBrightness,0
../smart-lights-en-close-field/speech_corpus/audio/181.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Change the light blue.,SetLightColor,3
../smart-lights-en-close-field/speech_corpus/audio/677.wav,840a87a9-51ee-4f9a-a812-fc805f8e802d,Make it a little less dark in the backyard.,IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/954.wav,9f6716f3-279d-4489-8e33-500a052465cd,Put the kids bedroom lights on twelve,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/1370.wav,840a87a9-51ee-4f9a-a812-fc805f8e802d,can you increase the brightness,IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/51.wav,9f6716f3-279d-4489-8e33-500a052465cd,Bring the cellar lights up to two,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/65.wav,bfc416c8-6ecd-4c63-a76d-02ea63ab9029,Can you change the lighting intensity of the laundry room to twenty two,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/278.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Get me more light,IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/667.wav,4373a208-efd7-4eea-9440-94f52145cd78,"Lower the lights in my bed room, please. ",DecreaseBrightness,0
../smart-lights-en-close-field/speech_corpus/audio/610.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Is it possible to turn on studio light,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/941.wav,4373a208-efd7-4eea-9440-94f52145cd78,Power on the lights,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/486.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,"I want you to change the brightness level in the patio to ten.
",SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/1248.wav,59cd6be1-827d-43ba-9e53-aa35d9c5d3d5,Turn the bulb brightness down.,DecreaseBrightness,0
../smart-lights-en-close-field/speech_corpus/audio/658.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Lower light brightness,DecreaseBrightness,0
../smart-lights-en-close-field/speech_corpus/audio/42.wav,d5a37e8f-21f5-48e7-b433-48cc5a787675,"Brighten the large meeting room, please.",IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/1438.wav,01356b70-791d-42c4-b14b-56fefa67358f,i want to turn the lights,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/968.wav,4373a208-efd7-4eea-9440-94f52145cd78,Reduce brightness,DecreaseBrightness,0
../smart-lights-en-close-field/speech_corpus/audio/1210.wav,acf3ffdb-fd5b-4245-958a-3441dbaff881,Turn on the bathroom lights,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/1650.wav,4373a208-efd7-4eea-9440-94f52145cd78,turn the brightness down,DecreaseBrightness,0
../smart-lights-en-close-field/speech_corpus/audio/745.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,Make the light bulbs in the pantry the twenty brightness.,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/943.wav,4e1a0afa-74e0-4d34-a6cd-ae2d96067f0f,Power on the office lamps,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/314.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,Help me turn on the light please,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/778.wav,0f9d4a24-4d36-4378-98fd-3ddbe67d2f29,Make the lights less bright,DecreaseBrightness,0
../smart-lights-en-close-field/speech_corpus/audio/608.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Is it possible to get the lounge brightness to five ?,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/1186.wav,4e1a0afa-74e0-4d34-a6cd-ae2d96067f0f,Turn off the lights in the bed room,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/390.wav,1eef6acf-9a01-41c3-b118-b43ea5de6f9b,I want more brightness in the changing room,IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/669.wav,f0f71ab4-dd42-43f7-bd05-7d1950326935,Lower the lights in the dining room.,DecreaseBrightness,0
../smart-lights-en-close-field/speech_corpus/audio/367.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,I need you to increase the intensity of the backyard lights,IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/1050.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Shut the lights down in the entrance,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/1559.wav,4373a208-efd7-4eea-9440-94f52145cd78,put on the serial bulbs in the dining room,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/688.wav,62c59086-3e46-4c49-85d6-047f69928fc9,Make it dark in the changing room,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/1498.wav,0f9d4a24-4d36-4378-98fd-3ddbe67d2f29,make it darker in here,DecreaseBrightness,0
../smart-lights-en-close-field/speech_corpus/audio/297.wav,88eea37b-2670-4b5d-b1ba-28a1b638243f,Have the lights turn blue,SetLightColor,3
../smart-lights-en-close-field/speech_corpus/audio/682.wav,4373a208-efd7-4eea-9440-94f52145cd78,Make it brighter in the dining room,IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/1326.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Turn toilet room lights on,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/25.wav,c90d7f99-da8b-424c-95f9-610c56bdeb7d,Adjust the pantry light to blue,SetLightColor,3
../smart-lights-en-close-field/speech_corpus/audio/1318.wav,6d3dc6c5-3310-4fe3-b071-fb17fb9d6803,Turn the lounge lights red,SetLightColor,3
../smart-lights-en-close-field/speech_corpus/audio/285.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Get the living room lights on please,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/982.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,Set lights to level twenty two,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/86.wav,840a87a9-51ee-4f9a-a812-fc805f8e802d,Can you make the bed room lights go up,IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/1446.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,increase brightness in the lounge,IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/406.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,I want the brightness to be set at twenty.,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/1261.wav,c90d7f99-da8b-424c-95f9-610c56bdeb7d,Turn the kitchen lights green,SetLightColor,3
../smart-lights-en-close-field/speech_corpus/audio/43.wav,d30d0d55-2974-4a22-ac9e-d4d2a95ac702,Brighten the lights,IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/647.wav,b5843f01-177c-4b76-868b-1223dde7e178,Lights off please,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/479.wav,4373a208-efd7-4eea-9440-94f52145cd78,"I want to lower my appartment lights, please. ",DecreaseBrightness,0
../smart-lights-en-close-field/speech_corpus/audio/917.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,Please turn on the living room lights,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/8.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,Adjust brightness to fifty.,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/1491.wav,915b94e4-030e-4ecd-b864-c52ff00f9ebc,lower kids bedroom lights,DecreaseBrightness,0
../smart-lights-en-close-field/speech_corpus/audio/1208.wav,4373a208-efd7-4eea-9440-94f52145cd78,Turn on my patio lights please,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/1528.wav,27bbc36b-3d70-4d5c-998c-803f6ee91c2e,please give me lights,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/74.wav,550b9155-6601-488b-82c9-d316036fc144,Can you decrease the brightness,DecreaseBrightness,0
../smart-lights-en-close-field/speech_corpus/audio/1175.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,Turn off the cellar lights,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/223.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Could you switch on some lights?,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/1441.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,illuminate cellar,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/752.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,Make the light in the pantry to two,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/1071.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Switch on my cubicle light please,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/902.wav,143921a6-6caa-417f-bd7e-2732023270c1,Please turn my lights on,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/1462.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,"its pretty dark here , why didnt you turn the lights up",IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/649.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Lights on in the kids bedroom please,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/369.wav,143921a6-6caa-417f-bd7e-2732023270c1,I prefer if the lights are on now,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/1342.wav,4e1a0afa-74e0-4d34-a6cd-ae2d96067f0f,"We have a large meeting room, I need some red lights in there.",SetLightColor,3
../smart-lights-en-close-field/speech_corpus/audio/1099.wav,c90d7f99-da8b-424c-95f9-610c56bdeb7d,The kitchen lights should be pink ,SetLightColor,3
../smart-lights-en-close-field/speech_corpus/audio/769.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,Make the lights in the bed room less bright,DecreaseBrightness,0
../smart-lights-en-close-field/speech_corpus/audio/710.wav,01efb0b6-4dc5-436e-9639-d313e761d7ad,Make the basement at ten percent for the light setting,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/76.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Can you decrease the brightness of the light bulbs?,DecreaseBrightness,0
../smart-lights-en-close-field/speech_corpus/audio/949.wav,01356b70-791d-42c4-b14b-56fefa67358f,Put lights to blue,SetLightColor,3
../smart-lights-en-close-field/speech_corpus/audio/758.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Make the lights blue,SetLightColor,3
../smart-lights-en-close-field/speech_corpus/audio/348.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,I need the light in the kitchen,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/559.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,In the kids bedroom make the lights pink,SetLightColor,3
../smart-lights-en-close-field/speech_corpus/audio/571.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Increase brightness to seventy-three.,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/1278.wav,605a3d3d-973b-4b8e-93cf-3044c00e47b2,Turn the lights off,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/224.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,Could you turn down the bed room lights?,DecreaseBrightness,0
../smart-lights-en-close-field/speech_corpus/audio/489.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,I want you to turn the lights off in my room please,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/67.wav,88eea37b-2670-4b5d-b1ba-28a1b638243f,Can you change the lights to green,SetLightColor,3
../smart-lights-en-close-field/speech_corpus/audio/1613.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,"the sun is going down and its getting dark, turn the lights up",IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/644.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Lights in the kids bedroom must be on please,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/186.wav,4373a208-efd7-4eea-9440-94f52145cd78,Change the light to pink?,SetLightColor,3
../smart-lights-en-close-field/speech_corpus/audio/78.wav,143921a6-6caa-417f-bd7e-2732023270c1,Can you dim the lights in the lounge,DecreaseBrightness,0
../smart-lights-en-close-field/speech_corpus/audio/1651.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,turn the garden lights to brightness two please,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/500.wav,9f5beac6-1a2a-4d52-bca1-d0eff2f5ae54,I would like the lights to change to green.,SetLightColor,3
../smart-lights-en-close-field/speech_corpus/audio/987.wav,f0f71ab4-dd42-43f7-bd05-7d1950326935,Set my bed room to twenty two for brightness,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/519.wav,aece67b7-d40e-42f3-bae5-d3ef49846ed7,I'd like the house lights to be set to twelve.,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/1587.wav,b5843f01-177c-4b76-868b-1223dde7e178,switch off laundry room lights,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/878.wav,f0f71ab4-dd42-43f7-bd05-7d1950326935,Please set the light bulbs to ten.,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/660.wav,01efb0b6-4dc5-436e-9639-d313e761d7ad,Lower the brightness,DecreaseBrightness,0
../smart-lights-en-close-field/speech_corpus/audio/937.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,"Please, decrease the brightness.",DecreaseBrightness,0
../smart-lights-en-close-field/speech_corpus/audio/378.wav,c90d7f99-da8b-424c-95f9-610c56bdeb7d,I want it pink in here ,SetLightColor,3
../smart-lights-en-close-field/speech_corpus/audio/1510.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,make the lights to level twenty two,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/329.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,I need a brightness setting of twelve in the pantry.,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/58.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Can we make the whole house a twenty two?,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/724.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Make the color of the light red.,SetLightColor,3
../smart-lights-en-close-field/speech_corpus/audio/533.wav,0f9d4a24-4d36-4378-98fd-3ddbe67d2f29,I'd like the living room lights to be at twelve percent,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/332.wav,4373a208-efd7-4eea-9440-94f52145cd78,I need lighting,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/1293.wav,4373a208-efd7-4eea-9440-94f52145cd78,Turn the lights on in the changing room,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/1227.wav,550b9155-6601-488b-82c9-d316036fc144,Turn on the office lights,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/1669.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,why is there no lights in the waiting room ? turn it up please,IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/1289.wav,4373a208-efd7-4eea-9440-94f52145cd78,Turn the lights on above the toilets,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/586.wav,aece67b7-d40e-42f3-bae5-d3ef49846ed7,Increase the brightness to ten.,SetLightBrightness,2
../smart-lights-en-close-field/speech_corpus/audio/1526.wav,143921a6-6caa-417f-bd7e-2732023270c1,please brighten up the dining room,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/1608.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,"the loo is a little dark, turn up the brightness a little",IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/228.wav,0f9d4a24-4d36-4378-98fd-3ddbe67d2f29,Darken the waiting room,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/853.wav,1eef6acf-9a01-41c3-b118-b43ea5de6f9b,Please increase the brightness of the lights.,IncreaseBrightness,1
../smart-lights-en-close-field/speech_corpus/audio/686.wav,4373a208-efd7-4eea-9440-94f52145cd78,Make it dark,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/1158.wav,f0f71ab4-dd42-43f7-bd05-7d1950326935,Turn down the lights please,SwitchLightOff,4
../smart-lights-en-close-field/speech_corpus/audio/388.wav,b13f7c89-1aca-46c8-b9c9-0cf3a472e6b3,I want lights on please,SwitchLightOn,5
../smart-lights-en-close-field/speech_corpus/audio/925.wav,bfc416c8-6ecd-4c63-a76d-02ea63ab9029,Please turn the lights down in the waiting room,DecreaseBrightness,0
../smart-lights-en-close-field/speech_corpus/audio/347.wav,52550932-54ef-45b9-b1bd-6a38e2507f4b,I need the light,SwitchLightOn,5
