,Unnamed: 0,path,speakerId,transcription,action,object,location
7053,13521,wavs/speakers/ObdQbr9wyDfbmW4E/c69ec8e0-4453-11e9-beaa-1f3e1eab7bff.wav,ObdQbr9wyDfbmW4E,Turn off the kitchen lights,deactivate,lights,kitchen
7054,9312,wavs/speakers/Gym5dABePPHA8mZK9/4a354cc0-45f2-11e9-aa19-e96346c3828f.wav,Gym5dABePPHA8mZK9,Bring socks,bring,socks,none
7055,9644,wavs/speakers/jgxq52DoPpsR9ZRx/4311ff70-451a-11e9-9035-7943ec3b842a.wav,jgxq52DoPpsR9ZRx,Kitchen lights off,deactivate,lights,kitchen
7056,15374,wavs/speakers/R3mexpM2YAtdPbL7/00914ac0-44fc-11e9-a1ea-79ca03012c0e.wav,R3mexpM2YAtdPbL7,Bathroom lights on,activate,lights,washroom
7057,6576,wavs/speakers/DMApMRmGq5hjkyvX/b0bd4860-45db-11e9-81ce-69b74fd7e64e.wav,DMApMRmGq5hjkyvX,Turn the temperature up in the washroom,increase,heat,washroom
7058,8749,wavs/speakers/gvKeNY2D3Rs2jRdL/90e17890-4595-11e9-9600-8f19ade2128c.wav,gvKeNY2D3Rs2jRdL,Volume mute,decrease,volume,none
7059,14037,wavs/speakers/oRrwPDNPlAieQr8Q/43f4e130-4521-11e9-a843-8db76f4b5e29.wav,oRrwPDNPlAieQr8Q,Bedroom heat down,decrease,heat,bedroom
7060,9553,wavs/speakers/jgxq52DoPpsR9ZRx/5fb72d90-4519-11e9-9035-7943ec3b842a.wav,jgxq52DoPpsR9ZRx,Change system language,change language,none,none
7061,2171,wavs/speakers/7NEaXjeLX3sg3yDB/68b01f20-454a-11e9-aa52-bf2189a03a60.wav,7NEaXjeLX3sg3yDB,Switch on the lights,activate,lights,none
7062,849,wavs/speakers/8B9N9jOOXGUordVG/b694eaa0-45e9-11e9-b578-494a5b19ab8b.wav,8B9N9jOOXGUordVG,Too loud,decrease,volume,none
7063,11669,wavs/speakers/M4ybygBlWqImBn9oZ/7fa8e9a0-454f-11e9-aa52-bf2189a03a60.wav,M4ybygBlWqImBn9oZ,Turn the temperature in the bedroom up,increase,heat,bedroom
7064,18084,wavs/speakers/W4XOzzNEbrtZz4dW/67dabc40-44d2-11e9-a8b6-e96f2628bf65.wav,W4XOzzNEbrtZz4dW,I need volume,increase,volume,none
7065,7465,wavs/speakers/eLQ3mNg27GHLkDej/aee89330-453d-11e9-b1e4-e5985dca719e.wav,eLQ3mNg27GHLkDej,Washroom heat up,increase,heat,washroom
7066,12967,wavs/speakers/NWAAAQQZDXC5b9Mk/34c9b0e0-444b-11e9-beaa-1f3e1eab7bff.wav,NWAAAQQZDXC5b9Mk,Turn down the heat,decrease,heat,none
7067,9242,wavs/speakers/Gym5dABePPHA8mZK9/8f6470b0-45f1-11e9-aa19-e96346c3828f.wav,Gym5dABePPHA8mZK9,Turn the temperature in the bedroom up,increase,heat,bedroom
7068,14312,wavs/speakers/oXjpaOq4wVUezb3x/89028db0-4510-11e9-9539-7f047cfe24d1.wav,oXjpaOq4wVUezb3x,Turn down the volume,decrease,volume,none
7069,546,wavs/speakers/2ojo7YRL7Gck83Z3/e9f8ac50-45e0-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,Turn the lights on,activate,lights,none
7070,1242,wavs/speakers/D4jGxZ7KamfVo4E2V/768fae80-45d1-11e9-9992-dfba019cb646.wav,D4jGxZ7KamfVo4E2V,Turn the lights on,activate,lights,none
7071,8642,wavs/speakers/gNYvkbx3gof2Y3V9/28fa90a0-44e5-11e9-bb82-bdba769643e7.wav,gNYvkbx3gof2Y3V9,Get me my socks,bring,socks,none
7072,5872,wavs/speakers/d3erpmyk9yFlVyrZ/d5da4e00-4607-11e9-bc65-55b32b211b66.wav,d3erpmyk9yFlVyrZ,Heat up,increase,heat,none
7073,9598,wavs/speakers/jgxq52DoPpsR9ZRx/d576ea70-4519-11e9-9035-7943ec3b842a.wav,jgxq52DoPpsR9ZRx,Turn the temperature down,decrease,heat,none
7074,2598,wavs/speakers/ppymZZDb2Bf4NQnE/02859a50-44f4-11e9-a1ea-79ca03012c0e.wav,ppymZZDb2Bf4NQnE,Turn the lights off,deactivate,lights,none
7075,9468,wavs/speakers/jgxq52DoPpsR9ZRx/7d40a130-4518-11e9-9035-7943ec3b842a.wav,jgxq52DoPpsR9ZRx,Kitchen heat up,increase,heat,kitchen
7076,22157,wavs/speakers/ZebMRl5Z7dhrPKRD/5fc5aab0-4554-11e9-aa52-bf2189a03a60.wav,ZebMRl5Z7dhrPKRD,Turn off the music,deactivate,music,none
7077,14159,wavs/speakers/oXjpaOq4wVUezb3x/c137a960-450e-11e9-9539-7f047cfe24d1.wav,oXjpaOq4wVUezb3x,Bedroom lights off,deactivate,lights,bedroom
7078,8732,wavs/speakers/gvKeNY2D3Rs2jRdL/33be8b80-4595-11e9-9600-8f19ade2128c.wav,gvKeNY2D3Rs2jRdL,Lights off in the bedroom,deactivate,lights,bedroom
7079,2114,wavs/speakers/mj4BWeRbp7ildyB9d/5c052ed0-4529-11e9-a843-8db76f4b5e29.wav,mj4BWeRbp7ildyB9d,Heat down,decrease,heat,none
7080,9314,wavs/speakers/Gym5dABePPHA8mZK9/4ec16490-45f2-11e9-aa19-e96346c3828f.wav,Gym5dABePPHA8mZK9,Go get me my socks,bring,socks,none
7081,881,wavs/speakers/52XVOeXMXYuaElyw/4c09e9b0-45c6-11e9-8ec0-7bf21d1cfe30.wav,52XVOeXMXYuaElyw,Lights off in the kitchen,deactivate,lights,kitchen
7082,21065,wavs/speakers/Xygv5loxdZtrywr9/10c80e00-452a-11e9-a843-8db76f4b5e29.wav,Xygv5loxdZtrywr9,Switch on the kitchen lights,activate,lights,kitchen
7083,8652,wavs/speakers/gNYvkbx3gof2Y3V9/4a3a3900-44e5-11e9-bb82-bdba769643e7.wav,gNYvkbx3gof2Y3V9,Use a different language,change language,none,none
7084,12446,wavs/speakers/n5XllaB4gZFwZXkBz/6bb8d160-45f1-11e9-aa19-e96346c3828f.wav,n5XllaB4gZFwZXkBz,Fetch my shoes,bring,shoes,none
7085,18795,wavs/speakers/WYmlNV2rDkSaALOE/73630f80-4438-11e9-beaa-1f3e1eab7bff.wav,WYmlNV2rDkSaALOE,Use a different language,change language,none,none
7086,11731,wavs/speakers/M4ybygBlWqImBn9oZ/2ed8a140-4550-11e9-aa52-bf2189a03a60.wav,M4ybygBlWqImBn9oZ,Bring the newspaper,bring,newspaper,none
7087,6734,wavs/speakers/DWmlpyg93YCXAXgE/66effb60-4504-11e9-a1ea-79ca03012c0e.wav,DWmlpyg93YCXAXgE,Turn it up,increase,volume,none
7088,12190,wavs/speakers/mor8vDGkaOHzLLWBp/cf466a40-4541-11e9-b1e4-e5985dca719e.wav,mor8vDGkaOHzLLWBp,Bring me the newspaper,bring,newspaper,none
7089,2978,wavs/speakers/Pz327QrLaGuxW8Do/55db7d50-450d-11e9-9539-7f047cfe24d1.wav,Pz327QrLaGuxW8Do,Increase the sound,increase,volume,none
7090,21807,wavs/speakers/zaEBPeMY4NUbDnZy/1195acf0-44d7-11e9-a8b6-e96f2628bf65.wav,zaEBPeMY4NUbDnZy,Fetch my socks,bring,socks,none
7091,3386,wavs/speakers/V4ZbwLm9G5irobWn/33e430d0-4525-11e9-a843-8db76f4b5e29.wav,V4ZbwLm9G5irobWn,Make it louder,increase,volume,none
7092,19400,wavs/speakers/xPZw23VxroC3N34k/c7223fc0-450e-11e9-9539-7f047cfe24d1.wav,xPZw23VxroC3N34k,"This video sound is too low, turn up the volume",increase,volume,none
7093,13094,wavs/speakers/NWAAAQQZDXC5b9Mk/09582420-444e-11e9-beaa-1f3e1eab7bff.wav,NWAAAQQZDXC5b9Mk,Set language to English,change language,English,none
7094,7230,wavs/speakers/EExgNZ9dvgTE3928/187b3a10-4614-11e9-bc65-55b32b211b66.wav,EExgNZ9dvgTE3928,Could you decrease the heating?,decrease,heat,none
7095,556,wavs/speakers/2ojo7YRL7Gck83Z3/092727f0-45e1-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,Turn down the volume,decrease,volume,none
7096,20877,wavs/speakers/xwzgmmv5ZOiVaxXz/b093ab20-453d-11e9-b1e4-e5985dca719e.wav,xwzgmmv5ZOiVaxXz,Go get me my shoes,bring,shoes,none
7097,17755,wavs/speakers/rwqzgZjbPaf5dmbL/7db40340-44a6-11e9-a9a5-5dbec3b8816a.wav,rwqzgZjbPaf5dmbL,Turn up the bathroom temperature,increase,heat,washroom
7098,2619,wavs/speakers/NgXwdx5KkZI5GRWa/d41f4cd0-45e1-11e9-81ce-69b74fd7e64e.wav,NgXwdx5KkZI5GRWa,Decrease the temperature in the bedroom,decrease,heat,bedroom
7099,38,wavs/speakers/4BrX8aDqK2cLZRYl/50cc9360-452d-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Turn the lamp off,deactivate,lamp,none
7100,461,wavs/speakers/2ojo7YRL7Gck83Z3/03e83050-45e0-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,Decrease the temperature in the kitchen,decrease,heat,kitchen
7101,8049,wavs/speakers/G3QxQd7qGRuXAZda/94f2cc60-45e8-11e9-b578-494a5b19ab8b.wav,G3QxQd7qGRuXAZda,Turn the kitchen lights on,activate,lights,kitchen
7102,348,wavs/speakers/4BrX8aDqK2cLZRYl/8a565ae0-4531-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Turn sound down,decrease,volume,none
7103,17026,wavs/speakers/ro5AaKwypZIqNEp2/03290d10-4482-11e9-a9a5-5dbec3b8816a.wav,ro5AaKwypZIqNEp2,Lights on in the bedroom,activate,lights,bedroom
7104,16962,wavs/speakers/ro5AaKwypZIqNEp2/762a62b0-4481-11e9-a9a5-5dbec3b8816a.wav,ro5AaKwypZIqNEp2,OK now switch the main language to Chinese,change language,Chinese,none
7105,2387,wavs/speakers/mj4BWeRbp7ildyB9d/4cdd1ed0-452f-11e9-b1e4-e5985dca719e.wav,mj4BWeRbp7ildyB9d,Turn down the heat in the bathroom,decrease,heat,washroom
7106,895,wavs/speakers/7B4XmNppyrCK977p/bde8c940-45ce-11e9-9992-dfba019cb646.wav,7B4XmNppyrCK977p,Decrease the temperature in the kitchen,decrease,heat,kitchen
7107,19085,wavs/speakers/xEYa2wgAQof3wyEO/1568c8d0-4536-11e9-b1e4-e5985dca719e.wav,xEYa2wgAQof3wyEO,Turn down the volume,decrease,volume,none
7108,381,wavs/speakers/7NqqnAOPVVSKnxyv/39babfc0-4632-11e9-bc65-55b32b211b66.wav,7NqqnAOPVVSKnxyv,Turn the temperature in the bedroom up,increase,heat,bedroom
7109,9441,wavs/speakers/jgxq52DoPpsR9ZRx/2b4d7920-4518-11e9-9035-7943ec3b842a.wav,jgxq52DoPpsR9ZRx,Turn volume down,decrease,volume,none
7110,19336,wavs/speakers/xPZw23VxroC3N34k/03593f30-450e-11e9-9539-7f047cfe24d1.wav,xPZw23VxroC3N34k,Turn off the lamp,deactivate,lamp,none
7111,1155,wavs/speakers/D4jGxZ7KamfVo4E2V/ada90480-45d0-11e9-9992-dfba019cb646.wav,D4jGxZ7KamfVo4E2V,Could you decrease the heating?,decrease,heat,none
7112,13038,wavs/speakers/NWAAAQQZDXC5b9Mk/4fff3780-444c-11e9-beaa-1f3e1eab7bff.wav,NWAAAQQZDXC5b9Mk,Turn the temperature up in the washroom,increase,heat,washroom
7113,16974,wavs/speakers/ro5AaKwypZIqNEp2/984269b0-4481-11e9-a9a5-5dbec3b8816a.wav,ro5AaKwypZIqNEp2,Pause,deactivate,music,none
7114,18394,wavs/speakers/WYmlNV2rDkSaALOE/e713aa30-4432-11e9-beaa-1f3e1eab7bff.wav,WYmlNV2rDkSaALOE,Turn on the washroom lights,activate,lights,washroom
7115,7458,wavs/speakers/eLQ3mNg27GHLkDej/984e4a20-453d-11e9-b1e4-e5985dca719e.wav,eLQ3mNg27GHLkDej,Turn the bedroom heat up,increase,heat,bedroom
7116,13976,wavs/speakers/oRrwPDNPlAieQr8Q/5bbaf580-4520-11e9-a843-8db76f4b5e29.wav,oRrwPDNPlAieQr8Q,Decrease volume,decrease,volume,none
7117,1814,wavs/speakers/eBQAWmMg4gsLYLLa/e92ba0c0-450e-11e9-9539-7f047cfe24d1.wav,eBQAWmMg4gsLYLLa,Too quiet,increase,volume,none
7118,4894,wavs/speakers/AY5e3mMgZkIyG3Ox/3c4ecf80-446e-11e9-beaa-1f3e1eab7bff.wav,AY5e3mMgZkIyG3Ox,Go get me some juice,bring,juice,none
7119,1002,wavs/speakers/D4jGxZ7KamfVo4E2V/d20bd0c0-45ce-11e9-9992-dfba019cb646.wav,D4jGxZ7KamfVo4E2V,Change language,change language,none,none
7120,20177,wavs/speakers/xwpvGaaWl5c3G5N3/591d07f0-45b6-11e9-8ec0-7bf21d1cfe30.wav,xwpvGaaWl5c3G5N3,Turn down the heat in the washroom,decrease,heat,washroom
7121,6612,wavs/speakers/DMApMRmGq5hjkyvX/0daec530-45dc-11e9-81ce-69b74fd7e64e.wav,DMApMRmGq5hjkyvX,Turn down the heat in the washroom,decrease,heat,washroom
7122,8137,wavs/speakers/G3QxQd7qGRuXAZda/6cf2f8b0-45e9-11e9-b578-494a5b19ab8b.wav,G3QxQd7qGRuXAZda,Turn up the heat in the washroom,increase,heat,washroom
7123,17716,wavs/speakers/Rq9EA8dEeZcEwada2/a8113620-45dd-11e9-81ce-69b74fd7e64e.wav,Rq9EA8dEeZcEwada2,Set my phone's language to Korean,change language,Korean,none
7124,1395,wavs/speakers/5BEzPgPKe8taG9OB/a6260990-457d-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Turn the washroom lights off,deactivate,lights,washroom
7125,10291,wavs/speakers/kNnmb7MdArswxLYw/71bf85d0-45f2-11e9-aa19-e96346c3828f.wav,kNnmb7MdArswxLYw,Lamp off,deactivate,lamp,none
7126,15717,wavs/speakers/R3mexpM2YAtdPbL7/454cfa20-4500-11e9-a1ea-79ca03012c0e.wav,R3mexpM2YAtdPbL7,Turn down the temperature in the bedroom,decrease,heat,bedroom
7127,11399,wavs/speakers/M4ybygBlWqImBn9oZ/c1222e50-454a-11e9-aa52-bf2189a03a60.wav,M4ybygBlWqImBn9oZ,"This video sound is too low, turn up the volume",increase,volume,none
7128,16412,wavs/speakers/RjDBre8jzzhdr4YL/b7fab8c0-4413-11e9-85a0-dd11eb2f13b6.wav,RjDBre8jzzhdr4YL,Make it hotter,increase,heat,none
7129,3511,wavs/speakers/9mYN2zmq7aTw4Blo/7e3fdb10-444f-11e9-beaa-1f3e1eab7bff.wav,9mYN2zmq7aTw4Blo,Washroom lights off,deactivate,lights,washroom
7130,16968,wavs/speakers/ro5AaKwypZIqNEp2/87db7fd0-4481-11e9-a9a5-5dbec3b8816a.wav,ro5AaKwypZIqNEp2,Set my phone's language to English,change language,English,none
7131,7227,wavs/speakers/EExgNZ9dvgTE3928/10f01310-4614-11e9-bc65-55b32b211b66.wav,EExgNZ9dvgTE3928,Heat down,decrease,heat,none
7132,7734,wavs/speakers/g2dnA9Wpvzi2WAmZ/eae7cde0-4549-11e9-aa52-bf2189a03a60.wav,g2dnA9Wpvzi2WAmZ,Set the language,change language,none,none
7133,191,wavs/speakers/2BqVo8kVB2Skwgyb/3f7b00d0-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Turn sound up,increase,volume,none
7134,2397,wavs/speakers/7NEaXjeLX3sg3yDB/e89794f0-454c-11e9-aa52-bf2189a03a60.wav,7NEaXjeLX3sg3yDB,Set my phone's language to English,change language,English,none
7135,15789,wavs/speakers/R3mexpM2YAtdPbL7/006e4020-4501-11e9-a1ea-79ca03012c0e.wav,R3mexpM2YAtdPbL7,I need to practice my Chinese. Switch the language,change language,Chinese,none
7136,17935,wavs/speakers/W4XOzzNEbrtZz4dW/c41222c0-44d0-11e9-a8b6-e96f2628bf65.wav,W4XOzzNEbrtZz4dW,Decrease the temperature in the washroom,decrease,heat,washroom
7137,14165,wavs/speakers/oXjpaOq4wVUezb3x/ce2a5410-450e-11e9-9539-7f047cfe24d1.wav,oXjpaOq4wVUezb3x,Turn sound up,increase,volume,none
7138,4873,wavs/speakers/AY5e3mMgZkIyG3Ox/100587c0-446e-11e9-beaa-1f3e1eab7bff.wav,AY5e3mMgZkIyG3Ox,Turn the temperature down in the bathroom,decrease,heat,washroom
7139,18616,wavs/speakers/WYmlNV2rDkSaALOE/cc354770-4435-11e9-beaa-1f3e1eab7bff.wav,WYmlNV2rDkSaALOE,Switch the lights on,activate,lights,none
7140,2188,wavs/speakers/mj4BWeRbp7ildyB9d/54e09c60-452a-11e9-a843-8db76f4b5e29.wav,mj4BWeRbp7ildyB9d,Set my device to Chinese,change language,Chinese,none
7141,11252,wavs/speakers/LR5vdbQgp3tlMBzB/1aaa0e50-45cf-11e9-9992-dfba019cb646.wav,LR5vdbQgp3tlMBzB,Decrease audio volume,decrease,volume,none
7142,17865,wavs/speakers/W4XOzzNEbrtZz4dW/c963c9f0-44cf-11e9-a8b6-e96f2628bf65.wav,W4XOzzNEbrtZz4dW,Reduce audio volume,decrease,volume,none
7143,21238,wavs/speakers/YbmvamEWQ8faDPx2/e434e8c0-45e9-11e9-b578-494a5b19ab8b.wav,YbmvamEWQ8faDPx2,Turn off the lamp,deactivate,lamp,none
7144,11832,wavs/speakers/mor8vDGkaOHzLLWBp/fceddf40-453d-11e9-b1e4-e5985dca719e.wav,mor8vDGkaOHzLLWBp,Lights on in the bathroom,activate,lights,washroom
7145,1540,wavs/speakers/5BEzPgPKe8taG9OB/e9a3c210-457e-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Turn the temperature up in the bathroom,increase,heat,washroom
7146,9686,wavs/speakers/jgxq52DoPpsR9ZRx/9f31d460-451a-11e9-9035-7943ec3b842a.wav,jgxq52DoPpsR9ZRx,Too loud,decrease,volume,none
7147,6936,wavs/speakers/EExgNZ9dvgTE3928/5f66d7e0-460f-11e9-bc65-55b32b211b66.wav,EExgNZ9dvgTE3928,Turn the lights on in the kitchen,activate,lights,kitchen
7148,15497,wavs/speakers/R3mexpM2YAtdPbL7/b315dd40-44fd-11e9-a1ea-79ca03012c0e.wav,R3mexpM2YAtdPbL7,Resume music,activate,music,none
7149,19999,wavs/speakers/xRQE5VD7rRHVdyvM/203abe80-45c7-11e9-8ec0-7bf21d1cfe30.wav,xRQE5VD7rRHVdyvM,Set my phone's language to Chinese,change language,Chinese,none
7150,21950,wavs/speakers/zaEBPeMY4NUbDnZy/9df73020-44db-11e9-a8b6-e96f2628bf65.wav,zaEBPeMY4NUbDnZy,Turn it down,decrease,volume,none
7151,15630,wavs/speakers/R3mexpM2YAtdPbL7/709a9940-44ff-11e9-a1ea-79ca03012c0e.wav,R3mexpM2YAtdPbL7,Washroom lights off,deactivate,lights,washroom
7152,13503,wavs/speakers/ObdQbr9wyDfbmW4E/6ca09b70-4453-11e9-beaa-1f3e1eab7bff.wav,ObdQbr9wyDfbmW4E,Lights on in the kitchen,activate,lights,kitchen
7153,1795,wavs/speakers/5o9BvRGEGvhaeBwA/3b4c7610-44ef-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,Use a different language,change language,none,none
7154,20109,wavs/speakers/xwpvGaaWl5c3G5N3/49b92ba0-45b5-11e9-8ec0-7bf21d1cfe30.wav,xwpvGaaWl5c3G5N3,Volume mute,decrease,volume,none
7155,4466,wavs/speakers/AY5e3mMgZkIyG3Ox/5dce8af0-446a-11e9-beaa-1f3e1eab7bff.wav,AY5e3mMgZkIyG3Ox,Turn up the temperature,increase,heat,none
7156,3671,wavs/speakers/V4ZbwLm9G5irobWn/cd285920-4529-11e9-a843-8db76f4b5e29.wav,V4ZbwLm9G5irobWn,Make it hotter,increase,heat,none
7157,23027,wavs/speakers/zZezMeg5XvcbRdg3/d4e1e840-45db-11e9-81ce-69b74fd7e64e.wav,zZezMeg5XvcbRdg3,Increase the temperature in the bedroom,increase,heat,bedroom
7158,77,wavs/speakers/2BqVo8kVB2Skwgyb/894c6e90-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,"It’s too loud, turn the volume down",decrease,volume,none
7159,10725,wavs/speakers/kxgXN97ALmHbaezp/aef941a0-4464-11e9-beaa-1f3e1eab7bff.wav,kxgXN97ALmHbaezp,Lights off in the bedroom,deactivate,lights,bedroom
7160,19164,wavs/speakers/xEYa2wgAQof3wyEO/569a9580-4537-11e9-b1e4-e5985dca719e.wav,xEYa2wgAQof3wyEO,Far too quiet,increase,volume,none
7161,3354,wavs/speakers/V4ZbwLm9G5irobWn/cf008dd0-4524-11e9-a843-8db76f4b5e29.wav,V4ZbwLm9G5irobWn,Lights on in the bedroom,activate,lights,bedroom
7162,9835,wavs/speakers/KLa5k73rZvSlv82X/d3e6ac70-45e8-11e9-b578-494a5b19ab8b.wav,KLa5k73rZvSlv82X,Turn off the music,deactivate,music,none
7163,3743,wavs/speakers/anvKyBjB5OiP5dYZ/940e7130-4577-11e9-9600-8f19ade2128c.wav,anvKyBjB5OiP5dYZ,Turn down the washroom temperature,decrease,heat,washroom
7164,1571,wavs/speakers/eBQAWmMg4gsLYLLa/637d9eb0-4509-11e9-9539-7f047cfe24d1.wav,eBQAWmMg4gsLYLLa,Increase the volume,increase,volume,none
7165,11291,wavs/speakers/LR5vdbQgp3tlMBzB/6c66bd10-45cf-11e9-9992-dfba019cb646.wav,LR5vdbQgp3tlMBzB,Turn the heat up in the washroom,increase,heat,washroom
7166,1885,wavs/speakers/NgQEvO2x7Vh3xy2xz/edcb3d50-45ce-11e9-9992-dfba019cb646.wav,NgQEvO2x7Vh3xy2xz,"It’s too loud, turn the volume down",decrease,volume,none
7167,2470,wavs/speakers/ppymZZDb2Bf4NQnE/f2a9eb60-44f1-11e9-a1ea-79ca03012c0e.wav,ppymZZDb2Bf4NQnE,Heat up,increase,heat,none
7168,13169,wavs/speakers/NWAAAQQZDXC5b9Mk/87c52460-444f-11e9-beaa-1f3e1eab7bff.wav,NWAAAQQZDXC5b9Mk,I can't hear that,increase,volume,none
7169,22995,wavs/speakers/zZezMeg5XvcbRdg3/413ea650-45db-11e9-81ce-69b74fd7e64e.wav,zZezMeg5XvcbRdg3,Turn it down,decrease,volume,none
7170,1865,wavs/speakers/NgQEvO2x7Vh3xy2xz/372bfd00-45ce-11e9-9992-dfba019cb646.wav,NgQEvO2x7Vh3xy2xz,Too quiet,increase,volume,none
7171,3737,wavs/speakers/anvKyBjB5OiP5dYZ/83e2e2a0-4577-11e9-9600-8f19ade2128c.wav,anvKyBjB5OiP5dYZ,Turn the temperature in the bedroom down,decrease,heat,bedroom
7172,3092,wavs/speakers/Pz327QrLaGuxW8Do/4aed0d70-4515-11e9-9035-7943ec3b842a.wav,Pz327QrLaGuxW8Do,Turn the temperature up in the washroom,increase,heat,washroom
7173,2912,wavs/speakers/8e5qRjN7dGuovkRY/7bf13f90-45a1-11e9-bf4b-216bfa333ac2.wav,8e5qRjN7dGuovkRY,Bring newspaper,bring,newspaper,none
7174,23081,wavs/speakers/zZezMeg5XvcbRdg3/ed45f800-45df-11e9-81ce-69b74fd7e64e.wav,zZezMeg5XvcbRdg3,Play music,activate,music,none
7175,5446,wavs/speakers/d2waAp3pEjiWgrDEY/284175d0-4511-11e9-9539-7f047cfe24d1.wav,d2waAp3pEjiWgrDEY,Turn the heat up,increase,heat,none
7176,5234,wavs/speakers/BvyakyrDmQfWEABb/fa193730-4608-11e9-bc65-55b32b211b66.wav,BvyakyrDmQfWEABb,Lights off in the bedroom,deactivate,lights,bedroom
7177,15530,wavs/speakers/R3mexpM2YAtdPbL7/77370ff0-44fe-11e9-a1ea-79ca03012c0e.wav,R3mexpM2YAtdPbL7,Language settings,change language,none,none
7178,10046,wavs/speakers/kNnmb7MdArswxLYw/9e6b47a0-45ec-11e9-aa19-e96346c3828f.wav,kNnmb7MdArswxLYw,Turn on the lamp,activate,lamp,none
7179,6040,wavs/speakers/d3erpmyk9yFlVyrZ/5755dbe0-460b-11e9-bc65-55b32b211b66.wav,d3erpmyk9yFlVyrZ,Turn on the bathroom lights,activate,lights,washroom
7180,11011,wavs/speakers/kxgXN97ALmHbaezp/14b785d0-4468-11e9-beaa-1f3e1eab7bff.wav,kxgXN97ALmHbaezp,Turn up the temperature in the bedroom,increase,heat,bedroom
7181,3538,wavs/speakers/9mYN2zmq7aTw4Blo/e79588c0-4450-11e9-beaa-1f3e1eab7bff.wav,9mYN2zmq7aTw4Blo,Turn the heat up in the bathroom,increase,heat,washroom
7182,21425,wavs/speakers/Z7BXPnplxGUjZdmBZ/69f53800-44f7-11e9-a1ea-79ca03012c0e.wav,Z7BXPnplxGUjZdmBZ,Switch on the washroom lights,activate,lights,washroom
7183,1825,wavs/speakers/NgQEvO2x7Vh3xy2xz/07ac10c0-45cd-11e9-9992-dfba019cb646.wav,NgQEvO2x7Vh3xy2xz,Switch the bedroom lights on,activate,lights,bedroom
7184,10901,wavs/speakers/kxgXN97ALmHbaezp/d69235d0-4466-11e9-beaa-1f3e1eab7bff.wav,kxgXN97ALmHbaezp,Turn down the volume,decrease,volume,none
7185,2552,wavs/speakers/8e5qRjN7dGuovkRY/c143c070-4594-11e9-9600-8f19ade2128c.wav,8e5qRjN7dGuovkRY,Turn it up,increase,volume,none
7186,1381,wavs/speakers/DWNjK4kYDACjeEg3/20ebfa30-45d4-11e9-9992-dfba019cb646.wav,DWNjK4kYDACjeEg3,That's too quiet,increase,volume,none
7187,11379,wavs/speakers/M4ybygBlWqImBn9oZ/70f19dd0-454a-11e9-aa52-bf2189a03a60.wav,M4ybygBlWqImBn9oZ,Switch off the washroom lights,deactivate,lights,washroom
7188,7395,wavs/speakers/eLQ3mNg27GHLkDej/ed653ce0-453c-11e9-b1e4-e5985dca719e.wav,eLQ3mNg27GHLkDej,Turn the bedroom lights off,deactivate,lights,bedroom
7189,3929,wavs/speakers/anvKyBjB5OiP5dYZ/199395e0-457a-11e9-9600-8f19ade2128c.wav,anvKyBjB5OiP5dYZ,Too loud,decrease,volume,none
7190,880,wavs/speakers/8B9N9jOOXGUordVG/3a1fb0d0-45ea-11e9-b578-494a5b19ab8b.wav,8B9N9jOOXGUordVG,Washroom heat up,increase,heat,washroom
7191,11516,wavs/speakers/M4ybygBlWqImBn9oZ/04233cc0-454c-11e9-aa52-bf2189a03a60.wav,M4ybygBlWqImBn9oZ,Switch the language,change language,none,none
7192,678,wavs/speakers/8B9N9jOOXGUordVG/064e2fa0-45e7-11e9-b578-494a5b19ab8b.wav,8B9N9jOOXGUordVG,Pause music,deactivate,music,none
7193,7111,wavs/speakers/EExgNZ9dvgTE3928/21a26fc0-4612-11e9-bc65-55b32b211b66.wav,EExgNZ9dvgTE3928,Switch on the lights,activate,lights,none
7194,3500,wavs/speakers/9mYN2zmq7aTw4Blo/ea88ea10-444e-11e9-beaa-1f3e1eab7bff.wav,9mYN2zmq7aTw4Blo,Lights on in the washroom,activate,lights,washroom
7195,22434,wavs/speakers/zwKdl7Z2VRudGj2L/f7d9f670-4514-11e9-9035-7943ec3b842a.wav,zwKdl7Z2VRudGj2L,Turn off the music,deactivate,music,none
7196,20601,wavs/speakers/xwzgmmv5ZOiVaxXz/4d04b4f0-4538-11e9-b1e4-e5985dca719e.wav,xwzgmmv5ZOiVaxXz,Turn the temperature up in the washroom,increase,heat,washroom
7197,1896,wavs/speakers/eBQAWmMg4gsLYLLa/3137bb00-4510-11e9-9539-7f047cfe24d1.wav,eBQAWmMg4gsLYLLa,Turn down the heat in the washroom,decrease,heat,washroom
