audio path,predicted_words
../smart-lights-en-close-field/speech_corpus/audio/1610.wav,the office is a little too dark please turn on the lights
../smart-lights-en-close-field/speech_corpus/audio/1195.wav,turn off the lights to the basement
../smart-lights-en-close-field/speech_corpus/audio/1525.wav,please brighten the lounge
../smart-lights-en-close-field/speech_corpus/audio/1256.wav,turn the entrance lights on
../smart-lights-en-close-field/speech_corpus/audio/427.wav,I want the light intensity turned up in the bedroom
../smart-lights-en-close-field/speech_corpus/audio/702.wav,make my lights brighter
../smart-lights-en-close-field/speech_corpus/audio/1505.wav,make the light color to Pink
../smart-lights-en-close-field/speech_corpus/audio/1495.wav,turn on the light in the children's playroom
../smart-lights-en-close-field/speech_corpus/audio/77.wav,can you decrease the light intensity
../smart-lights-en-close-field/speech_corpus/audio/64.wav,can you change the lighting in the bathroom
../smart-lights-en-close-field/speech_corpus/audio/728.wav,make the cubicle lights turn off
../smart-lights-en-close-field/speech_corpus/audio/627.wav,kill the lights in the entire apartment
../smart-lights-en-close-field/speech_corpus/audio/690.wav,make it dimmer in your
../smart-lights-en-close-field/speech_corpus/audio/177.wav,change the kitchen lights to Green
../smart-lights-en-close-field/speech_corpus/audio/424.wav,I want the lights in the garden turn on
../smart-lights-en-close-field/speech_corpus/audio/232.wav,decrease brightness please
../smart-lights-en-close-field/speech_corpus/audio/750.wav,make the light in the bedroom brighter
../smart-lights-en-close-field/speech_corpus/audio/723.wav,make the color of the light pink
../smart-lights-en-close-field/speech_corpus/audio/1373.wav,can you make the bedroom a little darker if possible
../smart-lights-en-close-field/speech_corpus/audio/181.wav,change the light blue
../smart-lights-en-close-field/speech_corpus/audio/677.wav,make it a little less dark in the backyard
../smart-lights-en-close-field/speech_corpus/audio/954.wav,put the kids bedroom lights on 12
../smart-lights-en-close-field/speech_corpus/audio/1370.wav,can you increase the brightness
../smart-lights-en-close-field/speech_corpus/audio/51.wav,bring the cellar lights up to 2
../smart-lights-en-close-field/speech_corpus/audio/65.wav,can you change the lighting intensity of the laundry room 222
../smart-lights-en-close-field/speech_corpus/audio/278.wav,get me more light
../smart-lights-en-close-field/speech_corpus/audio/667.wav,lower the lights in my bedroom please
../smart-lights-en-close-field/speech_corpus/audio/610.wav,is it possible to turn on Studio light
../smart-lights-en-close-field/speech_corpus/audio/941.wav,power on the lights
../smart-lights-en-close-field/speech_corpus/audio/486.wav,I want to change the brightness level in The Patio to 10
../smart-lights-en-close-field/speech_corpus/audio/1248.wav,turn the bulb brightness down
../smart-lights-en-close-field/speech_corpus/audio/658.wav,lower light brightness
../smart-lights-en-close-field/speech_corpus/audio/42.wav,brighten the large meeting room please
../smart-lights-en-close-field/speech_corpus/audio/1438.wav,I want to turn the lights
../smart-lights-en-close-field/speech_corpus/audio/968.wav,Deuce brightness
../smart-lights-en-close-field/speech_corpus/audio/1210.wav,turn on the bathroom lights
../smart-lights-en-close-field/speech_corpus/audio/1650.wav,turn the brightness down
../smart-lights-en-close-field/speech_corpus/audio/745.wav,need the light bulbs in the pantry 220 brightness
../smart-lights-en-close-field/speech_corpus/audio/943.wav,power on the office lamps
../smart-lights-en-close-field/speech_corpus/audio/314.wav,help me turn on the light please
../smart-lights-en-close-field/speech_corpus/audio/778.wav,make the lights less bright
../smart-lights-en-close-field/speech_corpus/audio/608.wav,is it possible to get the lounge brightness to 5
../smart-lights-en-close-field/speech_corpus/audio/1186.wav,turn off the lights in the bedroom
../smart-lights-en-close-field/speech_corpus/audio/390.wav,I want more brightness in the changing room
../smart-lights-en-close-field/speech_corpus/audio/669.wav,lower the lights in the dining room
../smart-lights-en-close-field/speech_corpus/audio/367.wav,I need you to increase the intensity of the backyard light
../smart-lights-en-close-field/speech_corpus/audio/1050.wav,shut the lights down in the entrance
../smart-lights-en-close-field/speech_corpus/audio/1559.wav,run the serial bulbs in the dining room
../smart-lights-en-close-field/speech_corpus/audio/688.wav,make it dark in the changing room
../smart-lights-en-close-field/speech_corpus/audio/1498.wav,make it darker in here
../smart-lights-en-close-field/speech_corpus/audio/297.wav,have the lights turn blue
../smart-lights-en-close-field/speech_corpus/audio/682.wav,make it brighter in the dining room
../smart-lights-en-close-field/speech_corpus/audio/1326.wav,turn Twilight room lights on
../smart-lights-en-close-field/speech_corpus/audio/25.wav,adjust the pantry light to Blue
../smart-lights-en-close-field/speech_corpus/audio/1318.wav,turn the lounge lights red
../smart-lights-en-close-field/speech_corpus/audio/285.wav,set the living room lights on please
../smart-lights-en-close-field/speech_corpus/audio/982.wav,set lights to level 22
../smart-lights-en-close-field/speech_corpus/audio/86.wav,can you make the bedroom lights go up
../smart-lights-en-close-field/speech_corpus/audio/1446.wav,increase brightness in the alarm
../smart-lights-en-close-field/speech_corpus/audio/406.wav,I want the brightness to be set at 20
../smart-lights-en-close-field/speech_corpus/audio/1261.wav,turn the kitchen lights green
../smart-lights-en-close-field/speech_corpus/audio/43.wav,brighten the lights
../smart-lights-en-close-field/speech_corpus/audio/647.wav,lights off please
../smart-lights-en-close-field/speech_corpus/audio/479.wav,I want to lower my apartment lights please
../smart-lights-en-close-field/speech_corpus/audio/917.wav,please turn on the living room lights
../smart-lights-en-close-field/speech_corpus/audio/8.wav,adjust brightness to 50
../smart-lights-en-close-field/speech_corpus/audio/1491.wav,lower kids bedroom lights
../smart-lights-en-close-field/speech_corpus/audio/1208.wav,turn on my patio lights please
../smart-lights-en-close-field/speech_corpus/audio/1528.wav,please give me lights
../smart-lights-en-close-field/speech_corpus/audio/74.wav,can you decrease the brightness
../smart-lights-en-close-field/speech_corpus/audio/1175.wav,turn off the cellar lights
../smart-lights-en-close-field/speech_corpus/audio/223.wav,could you switch on some light
../smart-lights-en-close-field/speech_corpus/audio/1441.wav,illuminate seller
../smart-lights-en-close-field/speech_corpus/audio/752.wav,make the light in the pantry to two
../smart-lights-en-close-field/speech_corpus/audio/1071.wav,switch on my cubicle light please
../smart-lights-en-close-field/speech_corpus/audio/902.wav,please turn my lights on
../smart-lights-en-close-field/speech_corpus/audio/1462.wav,it's pretty dark here why don't you turn the lights up
../smart-lights-en-close-field/speech_corpus/audio/649.wav,lights on in the kids bedroom please
../smart-lights-en-close-field/speech_corpus/audio/369.wav,I prefer if the lights are on now
../smart-lights-en-close-field/speech_corpus/audio/1342.wav,we have a large meeting room I need some red lights in there
../smart-lights-en-close-field/speech_corpus/audio/1099.wav,the kitchen light should be pink
../smart-lights-en-close-field/speech_corpus/audio/769.wav,make the lights in the bedroom less bright
../smart-lights-en-close-field/speech_corpus/audio/710.wav,make the basement at 10% for the light setting
../smart-lights-en-close-field/speech_corpus/audio/76.wav,can you decrease the brightness of the light bulb
../smart-lights-en-close-field/speech_corpus/audio/949.wav,put lights to Blue
../smart-lights-en-close-field/speech_corpus/audio/758.wav,make the lights blue
../smart-lights-en-close-field/speech_corpus/audio/348.wav,I need the light in the kitchen
../smart-lights-en-close-field/speech_corpus/audio/559.wav,in the kids bedroom make the lights pink
../smart-lights-en-close-field/speech_corpus/audio/571.wav,increase brightness to 73
../smart-lights-en-close-field/speech_corpus/audio/1278.wav,turn the lights off
../smart-lights-en-close-field/speech_corpus/audio/224.wav,could you turn down the bedroom light
../smart-lights-en-close-field/speech_corpus/audio/489.wav,I want you to turn the lights on in my room please
../smart-lights-en-close-field/speech_corpus/audio/67.wav,can you change the lights to Green
../smart-lights-en-close-field/speech_corpus/audio/1613.wav,the Sun is going down and it's getting dark turn the lights up
../smart-lights-en-close-field/speech_corpus/audio/644.wav,light in the kids bedroom must be on please
../smart-lights-en-close-field/speech_corpus/audio/186.wav,change the light to Pink
../smart-lights-en-close-field/speech_corpus/audio/78.wav,can you dim the lights in the lounge
../smart-lights-en-close-field/speech_corpus/audio/1651.wav,turn the garden lights brightness to please
../smart-lights-en-close-field/speech_corpus/audio/500.wav,I would like the lights to change the green
../smart-lights-en-close-field/speech_corpus/audio/987.wav,set my bedroom to 22 for brightness
../smart-lights-en-close-field/speech_corpus/audio/519.wav,I'd like the house lights to be set to 12
../smart-lights-en-close-field/speech_corpus/audio/1587.wav,switch off laundry room lights
../smart-lights-en-close-field/speech_corpus/audio/878.wav,he said the light bulbs to time
../smart-lights-en-close-field/speech_corpus/audio/660.wav,lower the brightness
../smart-lights-en-close-field/speech_corpus/audio/937.wav,decrease the brightness
../smart-lights-en-close-field/speech_corpus/audio/378.wav,I want it pink in here
../smart-lights-en-close-field/speech_corpus/audio/1510.wav,make the lights to level 32
../smart-lights-en-close-field/speech_corpus/audio/329.wav,I need a brightness setting of 12 in the pantry
../smart-lights-en-close-field/speech_corpus/audio/58.wav,can we make the whole house at 22
../smart-lights-en-close-field/speech_corpus/audio/724.wav,make the color of the light red
../smart-lights-en-close-field/speech_corpus/audio/533.wav,I'd like the living room lights to be at 12%
../smart-lights-en-close-field/speech_corpus/audio/332.wav,I need lighting
../smart-lights-en-close-field/speech_corpus/audio/1293.wav,turn the lights on in a changing room
../smart-lights-en-close-field/speech_corpus/audio/1227.wav,turn on the office lights
../smart-lights-en-close-field/speech_corpus/audio/1669.wav,why is there no lights in the waiting room turn it up please
../smart-lights-en-close-field/speech_corpus/audio/1289.wav,Turn the Lights Out above the toilets
../smart-lights-en-close-field/speech_corpus/audio/586.wav,increase the brightness to 10
../smart-lights-en-close-field/speech_corpus/audio/1526.wav,please brighten up the dining room
../smart-lights-en-close-field/speech_corpus/audio/1608.wav,the loo is a little dark turn up the brightness a little
../smart-lights-en-close-field/speech_corpus/audio/228.wav,dark in the waiting room
../smart-lights-en-close-field/speech_corpus/audio/853.wav,increase the brightness of the lights
../smart-lights-en-close-field/speech_corpus/audio/686.wav,after Dark
../smart-lights-en-close-field/speech_corpus/audio/1158.wav,turn down the lights please
../smart-lights-en-close-field/speech_corpus/audio/388.wav,I want lights on please
../smart-lights-en-close-field/speech_corpus/audio/925.wav,please turn the lights down in the waiting room
../smart-lights-en-close-field/speech_corpus/audio/347.wav,I need the light
../smart-lights-en-close-field/speech_corpus/audio/1076.wav,big black bee
../smart-lights-en-close-field/speech_corpus/audio/551.wav,illuminate the entrance
../smart-lights-en-close-field/speech_corpus/audio/919.wav,please turn the brightness up
../smart-lights-en-close-field/speech_corpus/audio/1328.wav,turn up the brightness into changing room
../smart-lights-en-close-field/speech_corpus/audio/990.wav,set the bedroom light to brightness
../smart-lights-en-close-field/speech_corpus/audio/577.wav,increase the brightness in the changing room
../smart-lights-en-close-field/speech_corpus/audio/1237.wav,turn the bedroom light off
../smart-lights-en-close-field/speech_corpus/audio/1257.wav,turn the flashlight to swell
../smart-lights-en-close-field/speech_corpus/audio/983.wav,set lights to off
../smart-lights-en-close-field/speech_corpus/audio/1321.wav,turn the studio lights to thirty nine
../smart-lights-en-close-field/speech_corpus/audio/1047.wav,shut off the lights please
../smart-lights-en-close-field/speech_corpus/audio/737.wav,make the kids bedroom lights B12
../smart-lights-en-close-field/speech_corpus/audio/622.wav,too dark in the bedroom
../smart-lights-en-close-field/speech_corpus/audio/823.wav,please change the lights to red
../smart-lights-en-close-field/speech_corpus/audio/1580.wav,studio lights off
../smart-lights-en-close-field/speech_corpus/audio/451.wav,I want the lights to be brighter
../smart-lights-en-close-field/speech_corpus/audio/1543.wav,play switch lights off
../smart-lights-en-close-field/speech_corpus/audio/302.wav,help me dim the lights please
../smart-lights-en-close-field/speech_corpus/audio/1198.wav,turn off the patio lights
../smart-lights-en-close-field/speech_corpus/audio/110.wav,can you set the bathroom light to 73
../smart-lights-en-close-field/speech_corpus/audio/1626.wav,turn down the lamps of it
../smart-lights-en-close-field/speech_corpus/audio/1470.wav,laundry room lights to two
../smart-lights-en-close-field/speech_corpus/audio/1637.wav,turn off the lights
../smart-lights-en-close-field/speech_corpus/audio/1448.wav,increase the brightness of light
../smart-lights-en-close-field/speech_corpus/audio/1155.wav,turn down the lights in the toilet room
../smart-lights-en-close-field/speech_corpus/audio/1500.wav,make it less bright in the bedroom
../smart-lights-en-close-field/speech_corpus/audio/950.wav,put on the lights in the cellar at 2%
../smart-lights-en-close-field/speech_corpus/audio/256.wav, 
../smart-lights-en-close-field/speech_corpus/audio/914.wav,please turn my parking lights
../smart-lights-en-close-field/speech_corpus/audio/1013.wav,set the intensity of the toilet lighting to two
../smart-lights-en-close-field/speech_corpus/audio/1381.wav,change all lights to pink color
../smart-lights-en-close-field/speech_corpus/audio/822.wav,please change entrance lights to Blue
../smart-lights-en-close-field/speech_corpus/audio/1255.wav,turn the entrance lights on
../smart-lights-en-close-field/speech_corpus/audio/687.wav,make it dark in here
../smart-lights-en-close-field/speech_corpus/audio/1386.wav,change color of garage lights to Pink
../smart-lights-en-close-field/speech_corpus/audio/63.wav,can you change the light in the garden to Pink
../smart-lights-en-close-field/speech_corpus/audio/270.wav,do me a favor and turn the lights on
../smart-lights-en-close-field/speech_corpus/audio/1026.wav,set the lights to a less bright setting
../smart-lights-en-close-field/speech_corpus/audio/934.wav,turn up the lighting in the toilet
../smart-lights-en-close-field/speech_corpus/audio/315.wav,help me turn the light on
../smart-lights-en-close-field/speech_corpus/audio/1191.wav,turn off the lights in the living room
../smart-lights-en-close-field/speech_corpus/audio/1519.wav,Pantry lights off
../smart-lights-en-close-field/speech_corpus/audio/1292.wav,turn the lights on in the bedroom
../smart-lights-en-close-field/speech_corpus/audio/307.wav,help me make the light green
../smart-lights-en-close-field/speech_corpus/audio/1478.wav,lights need brightened in the lounge
../smart-lights-en-close-field/speech_corpus/audio/370.wav,I should like to see red lights
../smart-lights-en-close-field/speech_corpus/audio/1305.wav,Turn the Lights red in the bedroom
../smart-lights-en-close-field/speech_corpus/audio/1130.wav,turn bedroom lights off
../smart-lights-en-close-field/speech_corpus/audio/1323.wav,turn the vestibule lights up
../smart-lights-en-close-field/speech_corpus/audio/1073.wav,switch the lights in the kids bedroom
../smart-lights-en-close-field/speech_corpus/audio/1041.wav,Shine the light at level 12
../smart-lights-en-close-field/speech_corpus/audio/1421.wav,entrance should be lit at Intensity 2
../smart-lights-en-close-field/speech_corpus/audio/1138.wav,turn down the brightness of the lighting
../smart-lights-en-close-field/speech_corpus/audio/385.wav,I want lights
../smart-lights-en-close-field/speech_corpus/audio/548.wav,I'm in the basement please turn the light on
../smart-lights-en-close-field/speech_corpus/audio/389.wav,I want living room lights to be changed to Pink
../smart-lights-en-close-field/speech_corpus/audio/832.wav,please change the lighting to 12 in the shed
../smart-lights-en-close-field/speech_corpus/audio/1450.wav,increase the brightness
../smart-lights-en-close-field/speech_corpus/audio/116.wav,can you shut off the house lights
../smart-lights-en-close-field/speech_corpus/audio/187.wav,change the lighting of the pantry 239
../smart-lights-en-close-field/speech_corpus/audio/411.wav,I want the cubital collides to be at 22%
../smart-lights-en-close-field/speech_corpus/audio/1560.wav,the lights in the office on Green
../smart-lights-en-close-field/speech_corpus/audio/1476.wav,lights are off
../smart-lights-en-close-field/speech_corpus/audio/131.wav,can you turn on bathroom light
../smart-lights-en-close-field/speech_corpus/audio/744.wav,make the light bulb brighter please
../smart-lights-en-close-field/speech_corpus/audio/966.wav,raise the lights in the laundry room
../smart-lights-en-close-field/speech_corpus/audio/825.wav,please change the brightness level in parking area 220
../smart-lights-en-close-field/speech_corpus/audio/309.wav,help me put on the lights
../smart-lights-en-close-field/speech_corpus/audio/1644.wav,turn on the lights
../smart-lights-en-close-field/speech_corpus/audio/981.wav,set lights to level 39
../smart-lights-en-close-field/speech_corpus/audio/1217.wav,turn on the light in the bathroom
../smart-lights-en-close-field/speech_corpus/audio/600.wav,increase the lights in the garden
../smart-lights-en-close-field/speech_corpus/audio/128.wav,can you turn off the lights in the parking room
../smart-lights-en-close-field/speech_corpus/audio/1392.wav,change the light to Pink
../smart-lights-en-close-field/speech_corpus/audio/918.wav,please turn down the brightness of the light bulbs just a bit
../smart-lights-en-close-field/speech_corpus/audio/1596.wav,take all the lights off as soon as possible
../smart-lights-en-close-field/speech_corpus/audio/1276.wav,turn the lights in the waiting room to 5
../smart-lights-en-close-field/speech_corpus/audio/1388.wav,change lighting to Pink
../smart-lights-en-close-field/speech_corpus/audio/1333.wav,turn off the light in the kids room
../smart-lights-en-close-field/speech_corpus/audio/169.wav,change the color of the lights to Blue
../smart-lights-en-close-field/speech_corpus/audio/1161.wav,turn Lighting Red
../smart-lights-en-close-field/speech_corpus/audio/1553.wav,please turn off the house lights
../smart-lights-en-close-field/speech_corpus/audio/383.wav,I want level 12 to be the setting for the brightness
../smart-lights-en-close-field/speech_corpus/audio/254.wav,dim lights please
../smart-lights-en-close-field/speech_corpus/audio/874.wav,he said loans brightness at 22%
../smart-lights-en-close-field/speech_corpus/audio/1265.wav,turn the light intensity to level 39
../smart-lights-en-close-field/speech_corpus/audio/312.wav,help me set the lights to 50
../smart-lights-en-close-field/speech_corpus/audio/1415.wav,dining room lights off please
../smart-lights-en-close-field/speech_corpus/audio/965.wav,raise the lights in the changing room
../smart-lights-en-close-field/speech_corpus/audio/740.wav,make the lodge meeting room lights to 39% brightness
../smart-lights-en-close-field/speech_corpus/audio/134.wav,can you turn the brightness to 10
../smart-lights-en-close-field/speech_corpus/audio/299.wav,help me decrease the brightness in backyard
../smart-lights-en-close-field/speech_corpus/audio/1111.wav,lights are too bright and I want to dim
../smart-lights-en-close-field/speech_corpus/audio/444.wav,I want the lights on
../smart-lights-en-close-field/speech_corpus/audio/89.wav,can you make the lights brighter
../smart-lights-en-close-field/speech_corpus/audio/1319.wav,turn the patio light pink
../smart-lights-en-close-field/speech_corpus/audio/711.wav,make the basement Lights coupon
../smart-lights-en-close-field/speech_corpus/audio/1187.wav,turn off the lights in the bedroom
../smart-lights-en-close-field/speech_corpus/audio/1124.wav,turn down the brightness in the laundry room
../smart-lights-en-close-field/speech_corpus/audio/573.wav,increase light intensity
../smart-lights-en-close-field/speech_corpus/audio/497.wav,I would like the garage lights on 50
../smart-lights-en-close-field/speech_corpus/audio/206.wav,change the parking room to Green
../smart-lights-en-close-field/speech_corpus/audio/680.wav,make it brighter in the changing room
../smart-lights-en-close-field/speech_corpus/audio/639.wav,let's make the lights pink
../smart-lights-en-close-field/speech_corpus/audio/31.wav,are you able to change the lights to turn to Green
../smart-lights-en-close-field/speech_corpus/audio/713.wav,make the bathroom lights on
../smart-lights-en-close-field/speech_corpus/audio/1551.wav,please turn off lights everywhere
../smart-lights-en-close-field/speech_corpus/audio/542.wav,I'd prefer the bathroom light to be at 39
../smart-lights-en-close-field/speech_corpus/audio/1006.wav,set the cellar lights to two
../smart-lights-en-close-field/speech_corpus/audio/397.wav,I want to read lighting
../smart-lights-en-close-field/speech_corpus/audio/1252.wav,turn the changing room lights off
../smart-lights-en-close-field/speech_corpus/audio/1260.wav,turn the kids bedroom light red
../smart-lights-en-close-field/speech_corpus/audio/432.wav,I want the lights equity
../smart-lights-en-close-field/speech_corpus/audio/780.wav,make the lights less bright
../smart-lights-en-close-field/speech_corpus/audio/1114.wav,the lights in the kids bedroom.
../smart-lights-en-close-field/speech_corpus/audio/129.wav,can you turn off the lights please
../smart-lights-en-close-field/speech_corpus/audio/328.wav,I don't want there to be lights on anymore
../smart-lights-en-close-field/speech_corpus/audio/1538.wav,release of light
../smart-lights-en-close-field/speech_corpus/audio/257.wav,dim the light in the kids bedroom
../smart-lights-en-close-field/speech_corpus/audio/815.wav,Place The Cellar lights in the off position
../smart-lights-en-close-field/speech_corpus/audio/1557.wav,can you turn on the lights of changing room
../smart-lights-en-close-field/speech_corpus/audio/216.wav,did you change the brightness of the lights on the patio to 73
../smart-lights-en-close-field/speech_corpus/audio/18.wav,Majestic love the ball to level two
../smart-lights-en-close-field/speech_corpus/audio/1140.wav,turn down the light in the bedroom
../smart-lights-en-close-field/speech_corpus/audio/430.wav,I want the lighting increased
../smart-lights-en-close-field/speech_corpus/audio/1465.wav,kids bedroom lights to Red please
../smart-lights-en-close-field/speech_corpus/audio/567.wav,in the small meeting room the lights must be pink
../smart-lights-en-close-field/speech_corpus/audio/1539.wav,we need some light in the kitchen
../smart-lights-en-close-field/speech_corpus/audio/1174.wav,turn off the bathroom lights
../smart-lights-en-close-field/speech_corpus/audio/733.wav,make the entrance lights with tits
../smart-lights-en-close-field/speech_corpus/audio/534.wav,I would like the parking lights to red
../smart-lights-en-close-field/speech_corpus/audio/137.wav,could you turn the cubicle lights to 22
../smart-lights-en-close-field/speech_corpus/audio/1085.wav,bedroom lights are too bright but with the brightness
../smart-lights-en-close-field/speech_corpus/audio/1638.wav,turn off the lights in the bedroom
../smart-lights-en-close-field/speech_corpus/audio/1604.wav,the large meeting room needs to be turned off
../smart-lights-en-close-field/speech_corpus/audio/1139.wav,turn down the brightness please
../smart-lights-en-close-field/speech_corpus/audio/1378.wav,can you turn off the house lights
../smart-lights-en-close-field/speech_corpus/audio/286.wav,get the room brighter please
../smart-lights-en-close-field/speech_corpus/audio/143.wav,change child's bedroom to have red lights
../smart-lights-en-close-field/speech_corpus/audio/201.wav,change the lights to red
../smart-lights-en-close-field/speech_corpus/audio/200.wav,change the lights to Pink
../smart-lights-en-close-field/speech_corpus/audio/472.wav,I want the waiting room lights at a 10
../smart-lights-en-close-field/speech_corpus/audio/1402.wav,decrease brightness in the basement
../smart-lights-en-close-field/speech_corpus/audio/260.wav,dim the lights completely in the living room
../smart-lights-en-close-field/speech_corpus/audio/1159.wav,turn down the lights
../smart-lights-en-close-field/speech_corpus/audio/1351.wav,would you turn on my basement lights
../smart-lights-en-close-field/speech_corpus/audio/1521.wav,parking lights on please
../smart-lights-en-close-field/speech_corpus/audio/784.wav,make the lights pink
../smart-lights-en-close-field/speech_corpus/audio/895.wav,please turn down the brightness
../smart-lights-en-close-field/speech_corpus/audio/896.wav,please turn down the light intensity
../smart-lights-en-close-field/speech_corpus/audio/1574.wav,73 is what brightness should be
../smart-lights-en-close-field/speech_corpus/audio/994.wav,set the brightness in the living room to 10
../smart-lights-en-close-field/speech_corpus/audio/581.wav,increase the brightness of the light in the dining room
../smart-lights-en-close-field/speech_corpus/audio/562.wav,in the living room make the light green
../smart-lights-en-close-field/speech_corpus/audio/1126.wav,turn all the lights down please
../smart-lights-en-close-field/speech_corpus/audio/635.wav,let's make the vestibule green
../smart-lights-en-close-field/speech_corpus/audio/662.wav,who was the brightness in the facilities room
../smart-lights-en-close-field/speech_corpus/audio/746.wav,make the light bulbs pink
../smart-lights-en-close-field/speech_corpus/audio/672.wav,do the lights
../smart-lights-en-close-field/speech_corpus/audio/1555.wav,please turn off the lights of the kids room
../smart-lights-en-close-field/speech_corpus/audio/1263.wav,turn the large meeting room green
../smart-lights-en-close-field/speech_corpus/audio/605.wav,is it possible to turn down the brightness
../smart-lights-en-close-field/speech_corpus/audio/920.wav,please turn the cellar light to 4:39
../smart-lights-en-close-field/speech_corpus/audio/1078.wav,what's the lights to Blue in the bedroom
../smart-lights-en-close-field/speech_corpus/audio/1035.wav,set the living room's light to 20
../smart-lights-en-close-field/speech_corpus/audio/945.wav,turn the lamp to 2%
../smart-lights-en-close-field/speech_corpus/audio/1116.wav,the lights in the living room should be on 22
../smart-lights-en-close-field/speech_corpus/audio/56.wav,change the house lighting to 12
../smart-lights-en-close-field/speech_corpus/audio/783.wav,make the lights not Shine Anymore
../smart-lights-en-close-field/speech_corpus/audio/346.wav,I need to sell at a light turned off
../smart-lights-en-close-field/speech_corpus/audio/886.wav,please shut off the lights
../smart-lights-en-close-field/speech_corpus/audio/26.wav,are Justified relighting to level 39
../smart-lights-en-close-field/speech_corpus/audio/1146.wav,turn down the lights
../smart-lights-en-close-field/speech_corpus/audio/126.wav,turn off the light
../smart-lights-en-close-field/speech_corpus/audio/916.wav,turn on the lights in the entrance
../smart-lights-en-close-field/speech_corpus/audio/165.wav,change the brightness to 2
../smart-lights-en-close-field/speech_corpus/audio/1312.wav,turn the lights up a notch please
../smart-lights-en-close-field/speech_corpus/audio/1515.wav,need light
../smart-lights-en-close-field/speech_corpus/audio/380.wav,I want less brightness
../smart-lights-en-close-field/speech_corpus/audio/91.wav,can you make the lights Green in the basement
../smart-lights-en-close-field/speech_corpus/audio/253.wav,increase the light intensity in my bedroom balcony
../smart-lights-en-close-field/speech_corpus/audio/593.wav,increase the light intensity in the vestibule
../smart-lights-en-close-field/speech_corpus/audio/482.wav,I want to set the light to 10
../smart-lights-en-close-field/speech_corpus/audio/1653.wav,turn the light down in the backyard
../smart-lights-en-close-field/speech_corpus/audio/1412.wav,dim the lights in the garden
../smart-lights-en-close-field/speech_corpus/audio/1338.wav,turn up the lights in the toilets
../smart-lights-en-close-field/speech_corpus/audio/1299.wav,turn the lights on now
../smart-lights-en-close-field/speech_corpus/audio/331.wav,I need it to be brighter and the cubicle
../smart-lights-en-close-field/speech_corpus/audio/998.wav,set the brightness of the light bulbs 250
../smart-lights-en-close-field/speech_corpus/audio/589.wav,increase the intensity of lighting please
../smart-lights-en-close-field/speech_corpus/audio/274.wav,eliminate the lighting
../smart-lights-en-close-field/speech_corpus/audio/1640.wav,turn off the lights
../smart-lights-en-close-field/speech_corpus/audio/888.wav,play switch my lights on now
../smart-lights-en-close-field/speech_corpus/audio/712.wav,make the bathroom light dimmer
../smart-lights-en-close-field/speech_corpus/audio/1294.wav,turn the lights on in the kitchen
../smart-lights-en-close-field/speech_corpus/audio/28.wav,I guess that's all it's like to go to YouTube
../smart-lights-en-close-field/speech_corpus/audio/1285.wav,turn the lights off in the toilet
../smart-lights-en-close-field/speech_corpus/audio/646.wav,lights off in the living room
../smart-lights-en-close-field/speech_corpus/audio/566.wav,in the pantry turn up the brightness
../smart-lights-en-close-field/speech_corpus/audio/800.wav,make the studio lighting to be at the 12 setting
../smart-lights-en-close-field/speech_corpus/audio/1149.wav,turn down the lights in the basement
../smart-lights-en-close-field/speech_corpus/audio/1008.wav,set the entrance lighting intensity to 12
../smart-lights-en-close-field/speech_corpus/audio/1152.wav,turn down the lights in the changing room
../smart-lights-en-close-field/speech_corpus/audio/1586.wav,switch lights on in vestibule
../smart-lights-en-close-field/speech_corpus/audio/1232.wav,turn parking light setting to off
../smart-lights-en-close-field/speech_corpus/audio/979.wav,set light color to Blue
../smart-lights-en-close-field/speech_corpus/audio/1606.wav,light thing to be blue in the studio
../smart-lights-en-close-field/speech_corpus/audio/1230.wav,turn the toilet lights
../smart-lights-en-close-field/speech_corpus/audio/375.wav,I want you right
../smart-lights-en-close-field/speech_corpus/audio/1122.wav,there's too much light in the bedroom
../smart-lights-en-close-field/speech_corpus/audio/1496.wav,make all kids room lights red color
../smart-lights-en-close-field/speech_corpus/audio/1670.wav,will you turn the brightness to level 39
../smart-lights-en-close-field/speech_corpus/audio/955.wav,the lighting to level 10
../smart-lights-en-close-field/speech_corpus/audio/481.wav,I want to make the room brighter
../smart-lights-en-close-field/speech_corpus/audio/354.wav,I need the lights near the toilets to be brighter
../smart-lights-en-close-field/speech_corpus/audio/1503.wav,make lights red
../smart-lights-en-close-field/speech_corpus/audio/1123.wav,throughout the house turn up the light power
../smart-lights-en-close-field/speech_corpus/audio/802.wav,make the toilet screen lights
../smart-lights-en-close-field/speech_corpus/audio/1479.wav,lights off changing room
../smart-lights-en-close-field/speech_corpus/audio/120.wav,can you switch the lights on for my entire house
../smart-lights-en-close-field/speech_corpus/audio/1641.wav,turn on kitchen lights
../smart-lights-en-close-field/speech_corpus/audio/1369.wav,can you give me some lights
../smart-lights-en-close-field/speech_corpus/audio/1291.wav,turn the lights on in apartment
../smart-lights-en-close-field/speech_corpus/audio/251.wav,decrease the lighting in the laundry room
../smart-lights-en-close-field/speech_corpus/audio/1268.wav,Turn the Lights intensity 22%
../smart-lights-en-close-field/speech_corpus/audio/447.wav,I want the lights on now
../smart-lights-en-close-field/speech_corpus/audio/939.wav,power on the lamps
../smart-lights-en-close-field/speech_corpus/audio/404.wav,I want the brightness to be 15 the bedroom
